"","area","datafile.013_108_2015_B.raw.area","datafile.016_148_84_A.raw.area","datafile.017_173_83_A.raw.area","datafile.039_341_81_MASS.raw.area","datafile.043_355_92_B.raw.area","datafile.044_359_92_C.raw.area","datafile.045_360_92_G.raw.area","datafile.046_363_92_C.raw.area","datafile.048_370_92_A.raw.area","datafile.063_449_87_C.raw.area","datafile.066_488_94_C.raw.area","datafile.070_538_78_A.raw.area","datafile.082_701_89_B.raw.area","datafile.086_772_94_B.raw.area","datafile.087_787_82_MASS.raw.area","datafile.088_791_82_A.raw.area","datafile.095_906_87_A.raw.area","datafile.099_939_73_B.raw.area","datafile.100_950_83_A.raw.area","datafile.102_975_83_B.raw.area","datafile.103_978_83_A.raw.area","datafile.104_1040_90_C.raw.area","datafile.110_1449_77_A.raw.area","datafile.111_1453_77_MASS.raw.area","datafile.127_7178_C.raw.area","mz_round","rt_round"
"248",16020000,6112000,9604000,9552000,7322000,11990000,9314000,7565000,5207000,9266000,7336000,11020000,1.2e+07,16020000,5334000,6291000,9987000,9213000,10780000,10150000,11710000,8227000,10200000,9980000,9264000,10900000,122.097,45.86
"249",16230000,16230000,5125000,7078000,6139000,9287000,9377000,7201000,4014000,6698000,3902000,9733000,8627000,5056000,6331000,6353000,7608000,5907000,6993000,7706000,6663000,5146000,6343000,6093000,5836000,8481000,122.097,46.32
"250",14370000,7707000,8273000,12010000,9160000,11620000,1.2e+07,11670000,6310000,10360000,7903000,10910000,8734000,2957000,5809000,7442000,10830000,10660000,10130000,11870000,14370000,9275000,10380000,10700000,10520000,11950000,122.097,46.74
"251",12290000,5811000,7453000,7402000,6289000,6922000,7515000,6509000,6422000,6434000,6800000,6910000,12290000,5224000,4755000,6493000,6865000,6765000,6243000,7421000,7481000,6135000,6569000,6923000,6564000,7386000,122.097,46.77
"252",8692000,3098000,6509000,2966000,3696000,3790000,3923000,3126000,5343000,3032000,5335000,3885000,3607000,8692000,4207000,5010000,3165000,3233000,3912000,3784000,6632000,3120000,3721000,2854000,3750000,4427000,122.097,47.01
"253",8108000,2932000,5257000,3436000,4751000,4801000,5487000,5314000,3713000,4796000,4954000,4743000,3316000,4721000,3334000,4372000,4113000,8108000,3572000,2810000,4192000,3853000,4224000,3443000,4468000,5281000,122.097,48.02
"254",10760000,4259000,5986000,6533000,4363000,5208000,6027000,5005000,4416000,8618000,5116000,5019000,8634000,3699000,3213000,4067000,4261000,4826000,3297000,7982000,4820000,6432000,5096000,6952000,6951000,10760000,122.097,48.15
"255",10960000,6127000,6525000,6990000,5955000,9991000,10960000,9789000,4320000,6441000,6112000,9970000,7848000,3004000,4175000,6436000,10510000,6036000,6054000,7240000,8978000,3432000,8623000,5451000,5822000,7334000,122.097,48.66
"256",9234000,5232000,6077000,6346000,5498000,7827000,6873000,6679000,4303000,5669000,5101000,7911000,7396000,3177000,3762000,5807000,7809000,5267000,4309000,6769000,6921000,3016000,9234000,4625000,4811000,6850000,122.097,48.68
"257",13780000,6561000,11770000,10710000,11020000,12730000,10060000,12630000,7318000,11090000,11800000,13780000,12080000,4071000,6732000,10900000,10260000,13170000,7435000,10890000,11540000,6e+06,3764000,9491000,11170000,10840000,122.097,49.02
"258",32650000,13740000,15010000,25310000,11870000,15760000,15330000,15430000,11070000,32650000,14850000,16270000,15710000,8275000,9058000,14080000,27490000,14340000,24380000,14780000,31610000,12010000,17030000,27870000,12560000,30480000,122.097,49.56
"259",30270000,13850000,15300000,15460000,13860000,16220000,15180000,15970000,11500000,14410000,14140000,17900000,16090000,8606000,9996000,14230000,14730000,14250000,10550000,30270000,16150000,11410000,16360000,14050000,12630000,15890000,122.097,49.73
"260",52880000,29100000,17480000,17150000,15160000,17610000,17980000,18330000,13430000,16480000,16800000,52880000,17790000,23960000,12220000,16520000,16080000,37290000,13450000,17190000,17210000,23980000,17720000,14230000,32960000,18410000,122.097,50.1
"261",72240000,24820000,24780000,25010000,20960000,25630000,26730000,25010000,20060000,25290000,24500000,23450000,23480000,15600000,18310000,25920000,24140000,25280000,72240000,25690000,24700000,26540000,24110000,25500000,25360000,24960000,122.097,51.28
"262",106200000,32600000,30260000,32240000,21410000,32430000,32790000,30190000,21950000,30210000,29870000,29220000,29800000,18090000,20720000,34200000,30580000,29490000,106200000,32930000,30930000,32010000,30690000,31730000,30120000,29340000,122.097,52.51
"263",1.42e+08,32880000,30980000,32960000,20110000,33880000,34910000,31550000,21050000,34900000,31130000,116700000,32130000,15850000,21440000,34220000,30950000,31390000,31850000,1.42e+08,32020000,33680000,31590000,30990000,33550000,30780000,122.097,53.4
"264",138600000,136600000,31490000,1.34e+08,32670000,138600000,35970000,32800000,22270000,34160000,31860000,31470000,126100000,18760000,21110000,36590000,126100000,126900000,33590000,35470000,33070000,35320000,127600000,32480000,33140000,126200000,122.097,53.74
"265",138300000,35060000,32250000,33830000,51110000,35010000,138300000,127500000,21820000,137600000,32560000,32550000,32470000,19190000,21030000,36490000,31700000,32280000,35860000,35320000,33970000,34650000,33420000,32520000,34380000,31630000,122.097,54.27
"266",136600000,35970000,32900000,34260000,21690000,35250000,35940000,32040000,21060000,35920000,32610000,31750000,32600000,62510000,20830000,35720000,33200000,32300000,34680000,36050000,33790000,136600000,32660000,125600000,34780000,32250000,122.097,54.67
"267",25700000,23030000,23140000,24550000,14900000,24990000,7304000,22580000,14670000,24980000,22880000,22650000,6866000,13940000,14840000,25700000,22930000,21230000,24330000,24200000,23980000,23700000,23560000,21940000,24210000,21100000,122.097,54.84
"268",28700000,27330000,27150000,5887000,16770000,27840000,8952000,7798000,17340000,14680000,2.7e+07,26590000,5483000,4920000,16600000,28700000,8303000,10450000,27240000,9038000,9761000,28130000,26160000,10980000,14160000,11810000,122.097,54.85
"269",835400,384100,164900,171300,110700,642600,202600,297600,665400,149300,531400,352600,480300,335600,165400,350300,205800,267600,427600,355300,433400,835400,361900,709800,134500,833600,122.925,1.52
"270",1121000,1121000,57870,135800,104400,69960,143000,130200,136200,236600,76250,68060,884000,178900,39720,68550,254600,96220,6041,5768,80110,72320,6166,181400,60170,62660,123.044,21.54
"271",15200000,731100,2652000,1398000,1528000,714700,1909000,1622000,5027000,1163000,1826000,2325000,1827000,1719000,15200000,5693000,1286000,2203000,9784000,1917000,2145000,1761000,3560000,1123000,2974000,1595000,125.986,1.45
"272",1504000,379900,348000,403800,510400,390900,362200,425400,402000,457600,503900,1504000,445800,491000,227700,373800,347700,460900,390000,371100,1485000,413100,409900,399300,1500000,393700,127.039,0.36
"273",5241000,3409000,1549000,2391000,5241000,1592000,1522000,1699000,1871000,1901000,1867000,4148000,4440000,819700,2596000,1498000,1512000,3049000,4497000,3437000,1953000,1736000,3794000,1664000,1894000,1686000,127.039,1.62
"274",3648000,1425000,1435000,1538000,2121000,934200,3648000,3306000,2282000,1682000,2908000,2341000,1763000,1070000,3265000,164900,2489000,1704000,1555000,1543000,2135000,3475000,1554000,1181000,2124000,3171000,127.039,1.7
"275",5032000,2034000,3742000,1618000,4107000,2498000,2473000,2372000,4552000,5032000,1696000,2661000,2872000,2269000,4648000,1248000,1707000,2030000,2771000,1899000,1819000,2069000,2430000,2655000,1913000,2040000,127.039,1.76
"276",2183000,902300,1118000,713600,1726000,1019000,1530000,270600,1099000,1979000,1140000,1165000,1394000,1625000,2183000,759100,922100,1131000,1544000,1114000,790700,1365000,213900,110800,795800,1181000,127.039,2.19
"277",1842000,47410,434200,306900,323500,263200,1172000,1842000,464000,798100,611000,318700,311900,399500,150800,358700,290000,1066000,1278000,307100,483400,498500,512600,308400,380400,366400,127.039,19.62
"278",1424000,289400,275200,733300,743700,276000,314300,328200,365400,440400,308700,290300,314800,333100,142000,271600,260600,317400,204300,1424000,546500,335700,444000,288900,896300,301300,127.039,21.21
"279",6604000,4961000,5024000,5212000,6604000,4129000,5218000,4051000,4758000,4998000,3883000,4254000,4602000,5598000,3712000,4300000,4743000,4659000,3160000,4338000,3734000,3320000,3774000,3951000,4635000,2894000,128.019,1.43
"280",978100,88550,133400,916100,160200,57530,696800,717500,148700,978100,120300,273100,121600,74410,208800,139100,121400,306200,68190,4228,480500,98810,648500,82620,401200,22470,129.055,19.22
"281",573900,51520,129200,277700,465300,35370,272800,296200,175700,231900,40780,210600,121300,76750,93620,55630,121700,196200,39160,5154,194700,79170,238100,82900,573900,70340,129.055,19.34
"282",8511000,1826000,1810000,3434000,3881000,2793000,6503000,3799000,1363000,7274000,5511000,7648000,6104000,1362000,1858000,2803000,1935000,4280000,8511000,7550000,2661000,4436000,4375000,1839000,2535000,4318000,130.05,1.78
"283",380400000,380400000,134100000,14340000,1380000,56860000,10210000,14230000,2981000,13620000,7977000,8808000,2966000,4976000,624300,20790000,11090000,29280000,12530000,13120000,1521000,5692000,2217000,13730000,705300,26520000,130.086,1.63
"284",156300,90690,50290,69350,54880,69850,32440,55040,45550,60130,62210,51210,110600,70180,44780,156300,33100,45880,59300,36900,35410,49240,42240,49200,45020,48880,131.035,0.38
"285",1094000,117000,244000,55450,54470,31400,102900,47860,16120,146100,69900,36790,3289,46200,60710,59270,63660,46910,1094000,92880,33180,59780,84200,5427,59100,222200,131.049,16.21
"286",9166000,9166000,313200,1475,5983,8177,107900,91450,2722,43650,30850,1215,2263,NA,11560,1155,131200,27060,422.3,20000,418.8,42150,12230,1288,1262,546.8,132.045,3.32
"287",26570000,19630000,9343,267600,259500,15700,12550,213900,4637,275500,25540000,240700,22690000,11500000,1554,4122,143600,217500,9543,157900,79680,14140,133700,26570000,201300,14490,133.014,1.54
"288",1.97e+08,16680000,72870000,6978000,9150000,22720000,25320000,25880000,45790000,26560000,46450000,19170000,41180000,54870000,121700000,1.97e+08,17520000,14530000,28390000,17890000,6904000,42090000,11380000,49070000,4487000,35650000,133.014,1.65
"289",156700000,11820000,45190000,7648000,7865000,16040000,13260000,20420000,34790000,29050000,36250000,11330000,40520000,33310000,156700000,22970000,11260000,14280000,28470000,14430000,7387000,45990000,6319000,55170000,2797000,3528000,133.014,1.81
"290",118200000,10990000,50730000,5019000,8584000,15710000,15320000,17980000,31470000,17140000,29640000,13030000,28210000,39870000,118200000,26540000,12560000,8761000,23110000,11400000,4622000,27600000,8432000,17500000,3345000,3049000,133.014,1.85
"291",100600000,8414000,38140000,1836000,4324000,11890000,12160000,13070000,23830000,13340000,23950000,9768000,21410000,30630000,100600000,25810000,9357000,6830000,20550000,8137000,882600,22190000,2674000,27390000,2742000,4855000,133.014,1.98
"292",75960000,5726000,7474000,2556000,4226000,7633000,4435000,7950000,15050000,7240000,15350000,6187000,14250000,16590000,73880000,75960000,5793000,4303000,13050000,4598000,1555000,12770000,3882000,1.8e+07,1667000,7812000,133.014,2.17
"293",80960000,6762000,4915000,455900,4994000,2967000,4099000,9094000,10600000,5362000,9401000,1569000,1.2e+07,20380000,80960000,54070000,3547000,4793000,15250000,5760000,1613000,16520000,2661000,2898000,961800,6482000,133.014,2.23
"294",56780000,4350000,14590000,726800,2935000,2152000,4411000,5169000,7413000,4836000,10120000,5302000,10100000,10340000,56780000,53890000,4040000,2795000,998200,2954000,1286000,8790000,2593000,4255000,1193000,6423000,133.014,2.38
"295",40790000,3025000,11690000,1377000,2050000,3060000,2887000,2360000,6823000,3304000,6936000,2771000,7311000,6239000,40790000,37530000,2655000,1950000,3755000,1861000,841000,5960000,1847000,7481000,217600,4198000,133.014,2.58
"296",27620000,1877000,6191000,959600,1397000,2099000,401100,2174000,3830000,1969000,4547000,1565000,4452000,3155000,27620000,22580000,1583000,1193000,379700,1046000,120100,3393000,1175000,507800,585700,533300,133.014,2.94
"297",346500,91460,131800,102400,346500,114000,45810,160600,211200,204800,131000,239900,250900,168400,168300,170800,102300,120200,70970,93310,91280,126300,105600,192500,71640,201300,133.014,48.91
"298",470600,129600,195600,92290,331900,149600,78240,257900,230400,187300,213700,283300,225200,392800,470600,157400,154400,168000,83530,134800,94570,174300,132000,177200,118800,207600,133.014,49.49
"299",296700,71240,139300,86150,226500,109800,111200,141200,163300,116000,123100,164100,166100,296700,201600,110100,85740,111100,37230,100900,51960,98970,100100,89030,73570,123000,133.014,50.03
"300",460500,76330,135500,83830,334700,96240,73090,141500,159600,121100,125600,156600,146000,460500,188300,123400,104300,130200,59710,95020,51160,131900,94160,116300,73520,58260,133.014,50.27
"301",7172000,8489,161900,60000,3e+05,144500,210000,248400,290000,442600,221800,82070,236200,54200,7625,7172000,83630,131500,62570,215500,69080,229700,130600,122100,34020,1e+05,135.029,10.3
"302",1928000,45850,239500,84790,530100,408500,197700,234200,317200,284100,202900,79760,221600,72190,40600,1928000,78810,126800,49740,198100,84120,196700,121600,117800,89520,29330,135.03,14.1
"303",2080000,66430,76070,61270,298900,141900,213400,245300,266700,294600,198800,190600,219700,102000,41010,2080000,80990,137600,48730,208500,80640,196100,119400,116500,52410,112500,135.03,14.79
"304",2996000,21580,76120,45600,295500,141100,218900,238000,750900,1046000,208800,76560,223800,57260,41390,2996000,83730,397500,49330,229700,95060,214900,124900,114400,53820,116800,135.03,15.18
"305",2363000,12250,80250,8934,283000,126400,208000,229900,726800,787100,193700,76310,214100,157100,29080,2363000,81880,120200,46230,215700,264100,202100,121300,108700,54570,112200,135.03,16.28
"306",2652000,16320,79590,109400,249300,131600,314300,217000,255800,829400,177900,76040,227100,11490,50200,2652000,124800,125500,135700,234400,80830,189100,116200,111100,53280,110200,135.03,18.3
"307",3322000,32060,170900,147000,228800,130200,190500,233900,249400,229900,185100,80420,208600,68730,49800,3322000,69220,121800,38120,213400,79180,181300,107300,96420,52590,114400,135.03,20.39
"308",1658000,40230,76210,59520,226000,128600,193500,221000,238700,227700,175900,74810,195100,51830,56900,1658000,70090,122800,6593,207500,74130,183400,108400,99710,51450,110500,135.03,20.7
"309",1896000,856000,104000,719100,429300,437200,1051000,450800,1007000,1032000,889400,721300,320100,993100,1274000,261500,715900,902400,185600,1810000,817100,630800,1896000,463400,1156000,628400,135.044,7.22
"310",2725000,557400,571900,569600,517100,352700,889300,456100,1115000,1197000,786700,680300,290600,937100,381700,179400,542200,792800,165800,1455000,794300,753400,1152000,418400,2725000,566300,135.044,7.45
"311",2198000,1069000,975900,742800,1015000,619400,1029000,440400,892100,1234000,809200,1033000,413300,2198000,280900,215400,588900,771900,436800,1552000,1054000,666800,1031000,447900,1010000,1003000,135.044,9.85
"312",2805000,2661000,2805000,1994000,1790000,2406000,1754000,757600,1288000,2250000,1289000,1964000,746700,1220000,460400,461700,1278000,1287000,1620000,2613000,1922000,1105000,1968000,658000,1962000,2302000,135.044,11.06
"313",5591000,2271000,1723000,1373000,1991000,1099000,1101000,499700,1288000,1828000,1300000,1783000,676200,1316000,2190000,545800,2255000,1188000,767800,2232000,1651000,1085000,1786000,685200,5591000,2173000,135.044,11.16
"314",3768000,1119000,710500,626100,1624000,499000,750000,322200,647100,642700,602500,874300,365300,3768000,417300,10130,528000,609700,510300,1052000,838400,524800,838700,353500,943000,989400,135.044,12.03
"315",913900,51760,86360,215300,63090,196400,526400,201500,160500,94370,504300,913900,198100,201000,16920,70280,125500,213300,24200,325900,207600,408500,133800,133600,123300,141600,135.044,26.06
"316",2373000,1850000,840800,481300,443700,2373000,127100,760200,199000,1022000,891900,857300,322900,440900,43700,813300,208300,1072000,1496000,727500,426600,931700,439200,882800,1053000,534300,135.045,0.31
"317",1987000,543900,472500,425400,208800,861900,497100,676000,511000,1167000,722100,225300,468600,546500,271100,652900,1987000,662000,134500,912600,132400,731500,330200,161700,136900,1666000,135.117,15.95
"318",6230000,2434000,6230000,144800,171200,63220,746100,503500,2894000,4773000,1980000,177900,140100,476300,3496000,809600,2545000,564000,7235,517200,171300,360900,383600,452800,666800,581200,135.117,19.62
"319",1072000,48110,72290,16260,107100,1072000,56610,41900,89440,71280,50470,56330,90550,43780,155800,111900,44610,64760,51950,94140,56360,17530,69900,47080,67730,54420,135.117,34.13
"320",6821000,4877000,5157000,4870000,6293000,4603000,5064000,4912000,2988000,4882000,5419000,5514000,5222000,6821000,6787000,4678000,5117000,5385000,4580000,4665000,5271000,4441000,5134000,5315000,4972000,5040000,136.022,0.44
"321",3190000,2120000,2427000,2247000,1268000,2198000,2348000,2178000,1524000,2277000,2359000,2989000,2264000,1383000,1540000,2223000,2382000,2354000,3190000,2122000,2282000,2030000,2186000,2371000,2157000,2076000,136.022,45.4
"322",3056000,1750000,2636000,1952000,1390000,2210000,2371000,2091000,1543000,2631000,2159000,3056000,2303000,1372000,2101000,2104000,2925000,2833000,2567000,1921000,2816000,2217000,2606000,2641000,2719000,2140000,136.022,45.93
"323",2902000,2457000,2571000,2509000,1709000,2448000,2883000,2623000,2027000,2144000,2902000,2541000,2493000,1895000,1574000,1931000,2243000,2321000,1900000,2548000,2371000,1888000,2236000,1441000,2021000,2853000,136.022,46.17
"324",2999000,2843000,2908000,2271000,1682000,2662000,2813000,2752000,2006000,2697000,2572000,2898000,2769000,1536000,2039000,2501000,2237000,2456000,2506000,2760000,2999000,2274000,2649000,2779000,2618000,2803000,136.022,46.59
"325",6290000,6290000,3359000,3026000,1973000,3023000,3143000,3180000,2207000,4501000,3231000,3372000,3067000,1634000,2467000,3052000,3272000,3182000,5477000,3073000,3244000,2057000,3015000,2599000,2946000,2962000,136.022,46.89
"326",7368000,2152000,3547000,4379000,2263000,6048000,7095000,4709000,5109000,1786000,4861000,7368000,6765000,2315000,5164000,4614000,4881000,4740000,2677000,6736000,3240000,3842000,4369000,4702000,6103000,3219000,136.022,47.07
"327",9212000,2112000,7326000,2668000,2359000,2230000,2657000,2469000,2358000,1809000,2306000,2827000,2684000,3387000,2267000,832900,2010000,1745000,2737000,2633000,9212000,1645000,2042000,2064000,2380000,8665000,136.022,47.25
"328",6444000,2774000,3096000,2656000,6444000,2573000,3198000,2680000,2569000,2494000,2569000,3153000,2999000,1691000,2709000,1648000,2614000,2325000,2149000,2860000,2551000,1803000,2678000,2124000,2163000,2682000,136.022,47.8
"329",7864000,3248000,7593000,6340000,5853000,3671000,7541000,6264000,6170000,6407000,6234000,7864000,7073000,2952000,7581000,6144000,6411000,5753000,4988000,6671000,6697000,4590000,6556000,5549000,5301000,6619000,136.022,48.06
"330",10740000,2948000,3899000,4860000,2707000,10740000,3801000,3797000,3106000,3388000,3193000,5434000,4970000,6708000,3450000,3212000,4611000,3226000,2390000,4694000,4290000,2656000,3209000,4207000,2941000,4381000,136.022,48.62
"331",8941000,3378000,3713000,3239000,3392000,3244000,3801000,3223000,3320000,3625000,3918000,3865000,3848000,3018000,3995000,3412000,3458000,3761000,8941000,3495000,3009000,2124000,3327000,3381000,3320000,2969000,136.022,49.07
"332",10540000,3496000,9171000,3524000,2770000,3491000,4004000,3501000,3362000,3613000,4273000,4179000,7932000,3052000,3953000,10540000,3752000,3820000,3214000,3600000,3336000,2628000,3496000,3520000,3382000,3230000,136.022,49.24
"333",12320000,3532000,4396000,3662000,3005000,3714000,3907000,7982000,10020000,3731000,12320000,8712000,4180000,3191000,4241000,3607000,3775000,11570000,3099000,3690000,6355000,5865000,3545000,7480000,9851000,3477000,136.022,49.47
"334",9286000,3378000,4148000,3610000,2966000,3660000,3836000,3687000,3493000,3639000,3868000,4232000,3951000,9286000,4136000,3430000,3633000,3711000,2667000,3686000,3054000,3014000,3450000,3437000,3039000,3438000,136.022,49.82
"335",9598000,3478000,4161000,3597000,3078000,3719000,3966000,3667000,3667000,3722000,9598000,4455000,4014000,3146000,4095000,3525000,3738000,3991000,3132000,3627000,3335000,3279000,3494000,3739000,3265000,3512000,136.022,50.16
"336",11300000,3513000,4248000,3670000,3107000,3567000,3779000,3625000,3770000,3606000,4197000,4326000,3755000,3440000,4142000,3445000,3732000,4036000,11300000,3562000,3395000,3063000,3476000,3551000,7583000,3253000,136.022,50.43
"337",4345000,3461000,4236000,3516000,3044000,3472000,3768000,3604000,3565000,3748000,4345000,4327000,3874000,3311000,4057000,3707000,3626000,4275000,3264000,3559000,3295000,3101000,3463000,3617000,3754000,3383000,136.022,50.92
"338",14300000,3268000,4356000,3391000,3037000,3346000,3697000,3581000,3627000,3403000,4227000,4296000,3806000,3270000,14300000,3361000,3697000,3998000,3155000,3365000,3208000,3103000,3395000,3608000,3237000,3305000,136.022,51.77
"339",10650000,3378000,4098000,3368000,3181000,3330000,3647000,3518000,3715000,3359000,4222000,4226000,3752000,3316000,4007000,3274000,3451000,3984000,10650000,3333000,3238000,3066000,3321000,3515000,3156000,3240000,136.022,52.15
"340",12410000,3219000,3947000,3240000,2949000,3229000,3567000,3526000,3506000,3263000,3945000,4085000,3658000,3342000,3474000,3321000,3443000,3975000,2895000,3368000,3105000,2986000,3251000,3498000,12410000,3170000,136.022,52.53
"341",13630000,3226000,4045000,13270000,10170000,3208000,13630000,3513000,3431000,3371000,4017000,4285000,3609000,3002000,3836000,3257000,3556000,3906000,3122000,3229000,13190000,2968000,13320000,3331000,3199000,3070000,136.022,53.39
