formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C9HF3N2O2S2	[M - H]-	C9F3N2O2S2-		1.000	50.107	45.014	5.093	8	0.847	1.125	1.557	-2.310		288.935	88	1.471	852608698636066457	852601184292564547	852601184288370242	7	
2	C6H12O3P2S3	[M - H]-	C6H11O3P2S3-		0.000	40.636	36.736	3.900	10	0.919	2.677	3.118	0.367		288.935	88	1.471	852608698636066459	852601184292564547	852601184288370242	7	
3	C5H10OP2S3	[M + CH2O2 - H]-	C6H11O3P2S3-		0.000	40.636	36.736	3.900	2	0.132	1.785	2.937	0.367		288.935	88	1.471	852608698636066460	852601184292564547	852601184288370242	7	
4	C5H8O8P2S	[M - H]-	C5H7O8P2S-		0.000	39.030	39.030	0.000	9	0.917	1.089	3.331	3.374		288.935	88	1.471	852608698636066461	852601184292564547	852601184288370242	7	
5	C4H6O6P2S	[M + CH2O2 - H]-	C5H7O8P2S-		0.000	39.030	39.030	0.000	5	0.432	1.089	1.871	3.374		288.935	88	1.471	852608698636066462	852601184292564547	852601184288370242	7	
6	C3H3N2O12P	[M - H]-	C3H2N2O12P-		0.000	34.450	34.450	0.000	7	0.592	-1.491	2.517	0.437		288.935	88	1.471	852608698636066463	852601184292564547	852601184288370242	7	
7	C2HN2O10P	[M + CH2O2 - H]-	C3H2N2O12P-		0.000	34.450	34.450	0.000	3	0.019	-2.184	3.024	0.437		288.935	88	1.471	852608698636066464	852601184292564547	852601184288370242	7	
8	C7H5N2O5P3	[M - H]-	C7H4N2O5P3-		0.000	26.188	26.188	0.000	6	0.589	1.398	1.851	4.691		288.935	88	1.471	852608698636066465	852601184292564547	852601184288370242	7	
9	C6H3N2O3P3	[M + CH2O2 - H]-	C7H4N2O5P3-		0.000	26.188	26.188	0.000	3	0.019	2.680	2.680	4.691		288.935	88	1.471	852608698636066466	852601184292564547	852601184288370242	7	
10	C4H9N2O5P3S	[M - H]-	C4H8N2O5P3S-		0.000	25.091	25.091	0.000	6	0.910	-0.572	1.220	-6.977		288.935	88	1.471	852608698636066467	852601184292564547	852601184288370242	7	
1	C4HClN2O4	[M - H]-	C4ClN2O4-		0.998	39.942	38.156	1.786	4	0.968	-0.812	3.191	1.385		174.955	88	1.472	852608698497654367	852601184699412065	852601184699412064	13	
2	C3HN2O5P	[M - H]-	C3N2O5P-		0.002	33.538	31.883	1.655	4	0.968	1.127	2.203	2.393		174.955	88	1.472	852608698497654368	852601184699412065	852601184699412064	13	
3	CH4O8S	[M - H]-	CH3O8S-		0.000	14.724	13.417	1.308	1	0.475	-1.383	3.408	0.219		174.955	88	1.472	852608698497654369	852601184699412065	852601184699412064	13	
4	H2O6S	[M + CH2O2 - H]-	CH3O8S-		0.000	14.724	13.417	1.308	0	0.000	2.025	2.025	0.219		174.955	88	1.472	852608698497654370	852601184699412065	852601184699412064	13	
5	C2H3ClF2N2OS	[M - H]-	C2H2ClF2N2OS-		0.000	14.059	13.106	0.953	2	0.528	-0.812	1.931	2.621		174.955	88	1.472	852608698497654371	852601184699412065	852601184699412064	13	
6	C5H6OP2S	[M - H]-	C5H5OP2S-		0.000	8.008	7.197	0.811	1	0.475	6.311	6.311	7.244		174.955	88	1.472	852608698497654372	852601184699412065	852601184699412064	13	
7	CH9NOP3S	[M - H]-	CH8NOP3S-		0.000	5.938	5.870	0.068	1	0.475	4.366	4.366	5.468		174.955	88	1.472	852608698497654373	852601184699412065	852601184699412064	13	
8	CH6O6P2	[M - H]-	CH5O6P2-		0.000	0.614	-0.294	0.907	0	0.000	-5.251	5.251	-7.057		174.955	88	1.472	852608698497654374	852601184699412065	852601184699412064	13	
9	H4O4P2	[M + CH2O2 - H]-	CH5O6P2-		0.000	0.614	-0.294	0.907	0		-5.251	5.251	-7.057		174.955	88	1.472	852608698497654375	852601184699412065	852601184699412064	13	
10	C6H6BrF	[M - H]-	C6H5BrF-		0.000	0.085	-1.512	1.597	0	0.000	-3.704	3.704	-5.510		174.955	88	1.472	852608698497654376	852601184699412065	852601184699412064	13	
1	C2H4MgO4	[M - H]-	C2H3MgO4-		0.238	5.439	-0.609	6.049	0	0.000			-3.599		114.988	88	1.474	852608684803248077	852601184359673416	852601184355479111	8	
2	C3H4MgO6	[M - CO2 - H]-	C2H3MgO4-		0.238	5.439	-0.609	6.049	0	0.000			-382562.741		114.988	88	1.474	852608684803248078	852601184359673416	852601184355479111	8	
3	C3H6MgO7	[M - CH2O3 - H]-	C2H3MgO4-		0.238	5.439	-0.609	6.049	0	0.000			-539192.269		114.988	88	1.474	852608684803248079	852601184359673416	852601184355479111	8	
4	CH2MgO2	[M + CH2O2 - H]-	C2H3MgO4-		0.238	5.439	-0.609	6.049	0				-3.599		114.988	88	1.474	852608684803248080	852601184359673416	852601184355479111	8	
5	C3MgN4	[M - H]-	C3-HMgN4-		0.015	2.675	-1.080	3.755	0	0.000			-15.230		114.988	88	1.474	852608684803248081	852601184359673416	852601184355479111	8	
6	C4MgN4O2	[M - CO2 - H]-	C3-HMgN4-		0.015	2.675	-1.080	3.755	0	0.000			-382574.372		114.988	88	1.474	852608684803248082	852601184359673416	852601184355479111	8	
7	C4H2MgN4O3	[M - CH2O3 - H]-	C3-HMgN4-		0.015	2.675	-1.080	3.755	0	0.000			-539203.900		114.988	88	1.474	852608684803248083	852601184359673416	852601184355479111	8	
8	H2MgN3O3	[M - H]-	HMgN3O3-		0.001	-0.355	-6.326	5.971	0	0.000			8.078		114.988	88	1.474	852608684803248084	852601184359673416	852601184355479111	8	
9	CH2MgN3O5	[M - CO2 - H]-	HMgN3O3-		0.001	-0.355	-6.326	5.971	0	0.000			-382551.065		114.988	88	1.474	852608684803248085	852601184359673416	852601184355479111	8	
10	CH4MgN3O6	[M - CH2O3 - H]-	HMgN3O3-		0.001	-0.355	-6.326	5.971	0	0.000			-539180.592		114.988	88	1.474	852608684803248086	852601184359673416	852601184355479111	8	
1	C5H8O9P2	[M - H]-	C5H7O9P2-		0.487	41.202	41.202	0.000	8	0.914	0.621	1.666	2.606		272.958	88	1.475	852608696048180079	852601184426782285	852601184422587980	9	
2	C4H6O7P2	[M + CH2O2 - H]-	C5H7O9P2-		0.487	41.202	41.202	0.000	5	0.377	-0.462	1.396	2.606		272.958	88	1.475	852608696048180080	852601184426782285	852601184422587980	9	
3	C9HF3N2O3S	[M - H]-	C9F3N2O3S-		0.024	38.174	38.174	0.000	7	0.948	-1.415	2.223	-3.411		272.958	88	1.475	852608696048180081	852601184426782285	852601184422587980	9	
4	C5H8FN2O4PS2	[M - H]-	C5H7FN2O4PS2-		0.001	34.790	34.790	0.000	10	0.921	2.091	4.519	1.293		272.958	88	1.475	852608696048180082	852601184426782285	852601184422587980	9	
5	C4H6FN2O2PS2	[M + CH2O2 - H]-	C5H7FN2O4PS2-		0.001	34.790	34.790	0.000	2	0.365	2.091	2.499	1.293		272.958	88	1.475	852608696048180083	852601184426782285	852601184422587980	9	
6	C6H12O4P2S2	[M - H]-	C6H11O4P2S2-		0.000	22.770	22.770	0.000	5	0.893	1.191	1.237	-0.578		272.958	88	1.475	852608696048180084	852601184426782285	852601184422587980	9	
7	C5H10O2P2S2	[M + CH2O2 - H]-	C6H11O4P2S2-		0.000	22.770	22.770	0.000	2	0.355	0.221	0.712	-0.578		272.958	88	1.475	852608696048180085	852601184426782285	852601184422587980	9	
8	C6H2N4O7S	[M - H]-	C6HN4O7S-		0.000	22.138	22.138	0.000	5	0.375	-0.864	1.714	2.371		272.958	88	1.475	852608696048180086	852601184426782285	852601184422587980	9	
9	C5N4O5S	[M + CH2O2 - H]-	C6HN4O7S-		0.000	22.138	22.138	0.000	3	0.021	-1.039	1.714	2.371		272.958	88	1.475	852608696048180087	852601184426782285	852601184422587980	9	
10	C9H10O2P4	[M - H]-	C9H9O2P4-		0.000	21.131	21.131	0.000	6	0.906	1.800	1.800	7.109		272.958	88	1.475	852608696048180088	852601184426782285	852601184422587980	9	
1	C7H2F5NO3S	[M - H]-	C7HF5NO3S-		0.500	64.119	64.119	0.000	10	0.955	-3.585	3.585	-4.740		273.959	89	1.475	852608695502920352	852601184502279762	852601184498085457	10	
2	C6F5NOS	[M + CH2O2 - H]-	C7HF5NO3S-		0.500	64.119	64.119	0.000	0	0.000			-4.740		273.959	89	1.475	852608695502920353	852601184502279762	852601184498085457	10	
3	C10HF4NO2S	[M - H]-	C10F4NO2S-		0.000	47.195	47.195	0.000	9	0.786	-0.443	2.991	-0.568		273.959	89	1.475	852608695502920354	852601184502279762	852601184498085457	10	
4	C6H6N4O3P3	[M - H]-	C6H5N4O3P3-		0.000	46.948	46.948	0.000	12	0.949	-0.868	1.940	3.583		273.959	89	1.475	852608695502920355	852601184502279762	852601184498085457	10	
5	C5H4N4OP3	[M + CH2O2 - H]-	C6H5N4O3P3-		0.000	46.948	46.948	0.000	4	0.517	-3.417	3.504	3.583		273.959	89	1.475	852608695502920356	852601184502279762	852601184498085457	10	
6	C6H8F2NO3PS2	[M - H]-	C6H7F2NO3PS2-		0.000	42.945	42.945	0.000	10	0.691	-0.205	1.563	4.118		273.959	89	1.475	852608695502920357	852601184502279762	852601184498085457	10	
7	C5H6F2NOPS2	[M + CH2O2 - H]-	C6H7F2NO3PS2-		0.000	42.945	42.945	0.000	3	0.179	1.169	4.139	4.118		273.959	89	1.475	852608695502920358	852601184502279762	852601184498085457	10	
8	C5H7FNO7PS	[M - H]-	C5H6FNO7PS-		0.000	41.881	41.881	0.000	9	0.828	2.333	2.333	-0.843		273.959	89	1.475	852608695502920359	852601184502279762	852601184498085457	10	
9	C4H5FNO5PS	[M + CH2O2 - H]-	C5H6FNO7PS-		0.000	41.881	41.881	0.000	7	0.606	1.264	1.264	-0.843		273.959	89	1.475	852608695502920360	852601184502279762	852601184498085457	10	
10	C2H7N5O5P2S	[M - H]-	C2H6N5O5P2S-		0.000	40.438	40.438	0.000	8	0.830	-6.706	7.595	7.095		273.959	89	1.475	852608695502920361	852601184502279762	852601184498085457	10	
1	C5H6O2P2	[M - H]-	C5H5O2P2-		0.234	21.995	21.995	0.000	4	0.711	2.894	2.894	6.377		158.978	89	1.478	852608691182785695	852601184632303196	852601184628108891	12	
2	C5H8O3P2	[M - H2O - H]-	C5H5O2P2-		0.234	21.995	21.995	0.000	4	0.711	2.894	2.894	-113283.262		158.978	89	1.478	852608691182785696	852601184632303196	852601184628108891	12	
3	C4H4P2	[M + CH2O2 - H]-	C5H5O2P2-		0.234	21.995	21.995	0.000	1	0.011	5.749	5.749	6.377		158.978	89	1.478	852608691182785697	852601184632303196	852601184628108891	12	
4	CH2MgN3O5	[M - H]-	CHMgN3O5-		0.099	21.137	13.942	7.194	2	0.429	0.129	0.670	5.218		158.978	89	1.478	852608691182785698	852601184632303196	852601184628108891	12	
5	CH4MgN3O6	[M - H2O - H]-	CHMgN3O5-		0.099	21.137	13.942	7.194	2	0.429	0.129	0.670	-113284.420		158.978	89	1.478	852608691182785699	852601184632303196	852601184628108891	12	
6	MgN3O3	[M + CH2O2 - H]-	CHMgN3O5-		0.099	21.137	13.942	7.194	0	0.000	6.288	6.288	5.218		158.978	89	1.478	852608691182785700	852601184632303196	852601184628108891	12	
7	CH9NO2P3	[M - H]-	CH8NO2P3-		0.000	11.117	11.117	0.000	2	0.429	-0.972	1.636	4.422		158.978	89	1.478	852608691182785701	852601184632303196	852601184628108891	12	
8	H7NP3	[M + CH2O2 - H]-	CH8NO2P3-		0.000	11.117	11.117	0.000	0	0.000	5.492	5.492	4.422		158.978	89	1.478	852608691182785702	852601184632303196	852601184628108891	12	
9	C3H4MgO6	[M - H]-	C3H3MgO6-		0.000	9.674	3.288	6.385	1	0.072	-7.640	7.640	-3.227		158.978	89	1.478	852608691182785703	852601184632303196	852601184628108891	12	
10	C3H6MgO7	[M - H2O - H]-	C3H3MgO6-		0.000	9.674	3.288	6.385	1	0.072	-7.640	7.640	-113292.866		158.978	89	1.478	852608691182785704	852601184632303196	852601184628108891	12	
1	C6H12NO8	[M + Na]+	C6H12NNaO8+		1.000	153.351	153.351	0.000	34	0.858	-4.368	4.368	1.397		249.046	90	1.494	852608707972588612	852601230861927459	852601230861927458	1127	
2	C5H12O11	[M + H]+	C5H13O11+		0.000	127.236	127.236	0.000	26	0.721	-2.185	2.313	2.499		249.046	90	1.494	852608707972588613	852601230861927459	852601230861927458	1127	
3	C4H10O9	[M + CH2O2 + H]+	C5H13O11+		0.000	127.236	127.236	0.000	24	0.609	-2.185	2.313	2.499		249.046	90	1.494	852608707972588614	852601230861927459	852601230861927458	1127	
4	C7H9F3N2O3	[M + Na]+	C7H9F3N2NaO3+		0.000	107.079	107.079	0.000	34	0.825	-4.191	4.469	0.452		249.046	90	1.494	852608707972588615	852601230861927459	852601230861927458	1127	
5	C4H10N4O7	[M + Na]+	C4H10N4NaO7+		0.000	95.473	95.473	0.000	32	0.846	3.035	4.925	6.788		249.046	90	1.494	852608707972588616	852601230861927459	852601230861927458	1127	
6	C9H10N2O5	[M + Na]+	C9H10N2NaO5+		0.000	91.752	91.752	0.000	30	0.686	-4.464	4.464	-9.364		249.046	90	1.494	852608707972588617	852601230861927459	852601230861927458	1127	
7	C5H11F2N2O5P	[M + H]+	C5H12F2N2O5P+		0.000	76.662	76.662	0.000	29	0.787	1.957	1.957	4.895		249.046	90	1.494	852608707972588618	852601230861927459	852601230861927458	1127	
8	C4H9F2N2O3P	[M + CH2O2 + H]+	C5H12F2N2O5P+		0.000	76.662	76.662	0.000	11	0.274	1.365	1.447	4.895		249.046	90	1.494	852608707972588619	852601230861927459	852601230861927458	1127	
9	C7H8N5O4	[M + Na]+	C7H8N5NaO4+		0.000	71.967	71.332	0.636	29	0.681	-3.413	4.965	-3.973		249.046	90	1.494	852608707972588620	852601230861927459	852601230861927458	1127	
10	C7H12F2N2O3	[M + K]+	C7H12F2KN2O3+		0.000	71.864	71.864	0.000	30	0.803	4.362	4.362	4.430		249.046	90	1.494	852608707972588621	852601230861927459	852601230861927458	1127	
1	C7H14O8	[M - H]-	C7H13O8-		0.500	97.337	94.506	2.831	18	0.951	-9.883	9.883	-4.003		225.061	92	1.537	852608693812615254	852601184766520934	852601184762326629	14	
2	C6H12O6	[M + CH2O2 - H]-	C7H13O8-		0.500	97.337	94.506	2.831	17	0.940	-9.949	9.949	-4.003		225.061	92	1.537	852608693812615255	852601184766520934	852601184762326629	14	
3	C5H12N3O7	[M - H]-	C5H11N3O7-		0.000	85.620	83.816	1.803	18	0.951	4.101	4.101	1.963		225.061	92	1.537	852608693812615256	852601184766520934	852601184762326629	14	
4	C4H10N3O5	[M + CH2O2 - H]-	C5H11N3O7-		0.000	85.620	83.816	1.803	17	0.940	4.247	4.247	1.963		225.061	92	1.537	852608693812615257	852601184766520934	852601184762326629	14	
5	C8H15FO4S	[M - H]-	C8H14FO4S-		0.000	75.770	73.208	2.562	18	0.951	-9.693	9.693	2.036		225.061	92	1.537	852608693812615258	852601184766520934	852601184762326629	14	
6	C7H13FO2S	[M + CH2O2 - H]-	C8H14FO4S-		0.000	75.770	73.208	2.562	15	0.934	-9.817	9.817	2.036		225.061	92	1.537	852608693812615259	852601184766520934	852601184762326629	14	
7	C8H10N4O4	[M - H]-	C8H9N4O4-		0.000	68.458	66.858	1.600	16	0.938	4.321	4.321	-9.946		225.061	92	1.537	852608693812615260	852601184766520934	852601184762326629	14	
8	C7H8N4O2	[M + CH2O2 - H]-	C8H9N4O4-		0.000	68.458	66.858	1.600	8	0.352	1.987	1.987	-9.946		225.061	92	1.537	852608693812615261	852601184766520934	852601184762326629	14	
9	C8H18O3S2	[M - H]-	C8H17O3S2-		0.000	57.581	57.581	0.000	15	0.907	-11.396	11.396	-7.864		225.061	92	1.537	852608693812615262	852601184766520934	852601184762326629	14	
10	C7H16OS2	[M + CH2O2 - H]-	C8H17O3S2-		0.000	57.581	57.581	0.000	12	0.891	-11.155	11.155	-7.864		225.061	92	1.537	852608693812615263	852601184766520934	852601184762326629	14	
1	C6H14N4O2	[M + H]+	C6H15N4O2+		1.000	55.075	49.942	5.133	12	0.968	-5.630	5.630	1.130		175.119	93	1.547	852608698082418082	852601230924842029	852601230924842028	1129	
2	C8H16NO3	[M + H]+	C8H17NO3+		0.000	16.649	13.131	3.519	4	0.712	-7.089	7.089	-6.537		175.119	93	1.547	852608698082418083	852601230924842029	852601230924842028	1129	
3	C4H12N7O	[M + H]+	C4H13N7O+		0.000	14.305	12.269	2.036	8	0.942	4.247	7.089	8.797		175.119	93	1.547	852608698082418084	852601230924842029	852601230924842028	1129	
4	C9H16N2	[M + Na]+	C9H16N2Na+		0.000	12.577	10.195	2.382	2	0.582	-7.141	7.141	-8.104		175.119	93	1.547	852608698082418085	852601230924842029	852601230924842028	1129	
1	C6H13NO6P	[M + Na]+	C6H13NNaO6P+		1.000	140.117	137.160	2.957	33	0.747	-4.407	4.407	0.725		249.037	93	1.556	852608707775456245	852601231113585729	852601231113585728	1133	
2	C5H12N3O5S	[M + Na]+	C5H12N3NaO5S+		0.000	119.902	116.135	3.767	32	0.695	-4.387	4.387	-6.173		249.037	93	1.556	852608707775456246	852601231113585729	852601231113585728	1133	
3	C5H13O9P	[M + H]+	C5H14O9P+		0.000	113.644	111.157	2.487	25	0.610	-2.296	2.313	1.827		249.037	93	1.556	852608707775456247	852601231113585729	852601231113585728	1133	
4	C8H8N3O5	[M + Na]+	C8H8N3NaO5+		0.000	111.336	109.788	1.548	29	0.682	-4.464	4.464	7.364		249.037	93	1.556	852608707775456248	852601231113585729	852601231113585728	1133	
5	C8H8F2N3O2S	[M + H]+	C8H9F2N3O2S+		0.000	100.836	97.242	3.594	28	0.642	4.242	4.242	-1.427		249.037	93	1.556	852608707775456249	852601231113585729	852601231113585728	1133	
6	C4H12N2O8S	[M + H]+	C4H13N2O8S+		0.000	98.487	94.532	3.954	25	0.565	-2.313	2.545	-5.071		249.037	93	1.556	852608707775456250	852601231113585729	852601231113585728	1133	
7	C4H11N4O5P	[M + Na]+	C4H11N4NaO5P+		0.000	94.006	92.791	1.214	33	0.747	-4.368	4.368	6.116		249.037	93	1.556	852608707775456251	852601231113585729	852601231113585728	1133	
8	C7H8N2O8	[M + H]+	C7H9N2O8+		0.000	91.390	89.580	1.810	23	0.557	-2.313	2.476	8.466		249.037	93	1.556	852608707775456252	852601231113585729	852601231113585728	1133	
9	C4H9FN2O9	[M + H]+	C4H10FN2O9+		0.000	78.552	76.899	1.653	23	0.560	-2.313	2.476	3.877		249.037	93	1.556	852608707775456253	852601231113585729	852601231113585728	1133	
10	C3H10N6O4S	[M + Na]+	C3H10N6NaO4S+		0.000	73.144	70.110	3.034	27	0.669	-3.374	4.988	-0.781		249.037	93	1.556	852608707775456254	852601231113585729	852601231113585728	1133	
1	C6H12O6	[M - H]-	C6H11O6-		0.500	67.291	64.528	2.762	12	0.947	-11.099	11.099	-3.248		179.056	93	1.558	852608697071590592	852601184842018411	852601184837824106	15	
2	C5H10O4	[M + CH2O2 - H]-	C6H11O6-		0.500	67.291	64.528	2.762	10	0.932	-10.661	10.661	-3.248		179.056	93	1.558	852608697071590593	852601184842018411	852601184837824106	15	
3	C4H10N3O5	[M - H]-	C4H9N3O5-		0.000	54.961	53.706	1.256	12	0.947	5.383	5.383	4.250		179.056	93	1.558	852608697071590594	852601184842018411	852601184837824106	15	
4	C3H8N3O3	[M + CH2O2 - H]-	C4H9N3O5-		0.000	54.961	53.706	1.256	4	0.139	2.388	2.388	4.250		179.056	93	1.558	852608697071590595	852601184842018411	852601184837824106	15	
5	C7H8N4O2	[M - H]-	C7H7N4O2-		0.000	39.883	38.447	1.436	11	0.942	6.093	6.093	-10.718		179.056	93	1.558	852608697071590596	852601184842018411	852601184837824106	15	
6	C6H6N4	[M + CH2O2 - H]-	C7H7N4O2-		0.000	39.883	38.447	1.436	3	0.133	2.398	2.398	-10.718		179.056	93	1.558	852608697071590597	852601184842018411	852601184837824106	15	
7	C5H16O3Si2	[M - H]-	C5H15O3Si2-		0.000	30.103	30.103	0.000	9	0.891	-11.396	11.396	-5.534		179.056	93	1.558	852608697071590598	852601184842018411	852601184837824106	15	
8	C4H14OSi2	[M + CH2O2 - H]-	C5H15O3Si2-		0.000	30.103	30.103	0.000	7	0.876	-11.283	11.283	-5.534		179.056	93	1.558	852608697071590599	852601184842018411	852601184837824106	15	
9	C5H6N7O	[M - H]-	C5H5N7O-		0.000	25.231	23.559	1.672	8	0.808	7.274	7.274	-3.219		179.056	93	1.558	852608697071590600	852601184842018411	852601184837824106	15	
10	C7H13FO2S	[M - H]-	C7H12FO2S-		0.000	20.420	18.212	2.209	8	0.801	-11.429	11.429	4.343		179.056	93	1.558	852608697071590601	852601184842018411	852601184837824106	15	
1	C5H13NO	[M + H]+	C5H14NO+		1.000	32.184	27.382	4.802	5	0.935	-8.173	8.173	0.668		104.107	93	1.558	852608696723463268	852601230891287592	852601230891287591	1128	
2	C3H11N4	[M + H]+	C3H12N4+		0.000	9.311	9.107	0.203	4	0.932	-8.106	8.634	13.565		104.107	93	1.558	852608696723463269	852601230891287592	852601230891287591	1128	
1	C15H22N3O7S	[M - H]-	C15H21N3O7S-		0.499	63.874	62.170	1.704	17	0.977	1.826	2.093	6.278		387.113	94	1.561	852608702402552184	852601184900738672	852601184896544367	16	
2	C14H20N3O5S	[M + CH2O2 - H]-	C15H21N3O7S-		0.499	63.874	62.170	1.704	16	0.585	1.386	2.182	6.278		387.113	94	1.561	852608702402552185	852601184900738672	852601184896544367	16	
3	C21H16N4O4	[M - H]-	C21H15N4O4-		0.000	56.316	56.316	0.000	15	0.882	2.093	2.271	8.063		387.113	94	1.561	852608702402552186	852601184900738672	852601184896544367	16	
4	C20H14N4O2	[M + CH2O2 - H]-	C21H15N4O4-		0.000	56.316	56.316	0.000	9	0.388	-0.097	1.773	8.063		387.113	94	1.561	852608702402552187	852601184900738672	852601184896544367	16	
5	C11H22N3O12	[M - H]-	C11H21N3O12-		0.000	56.124	48.374	7.750	17	0.587	0.723	2.271	-0.185		387.113	94	1.561	852608702402552188	852601184900738672	852601184896544367	16	
6	C10H20N3O10	[M + CH2O2 - H]-	C11H21N3O12-		0.000	56.124	48.374	7.750	12	0.485	-0.231	1.911	-0.185		387.113	94	1.561	852608702402552189	852601184900738672	852601184896544367	16	
7	C18H20N4O4S	[M - H]-	C18H19N4O4S-		0.000	55.994	55.994	0.000	16	0.582	2.071	2.182	-0.645		387.113	94	1.561	852608702402552190	852601184900738672	852601184896544367	16	
8	C17H18N4O2S	[M + CH2O2 - H]-	C18H19N4O4S-		0.000	55.994	55.994	0.000	11	0.480	0.083	1.773	-0.645		387.113	94	1.561	852608702402552191	852601184900738672	852601184896544367	16	
9	C10H16N10O7	[M - H]-	C10H15N10O7-		0.000	54.945	48.320	6.625	17	0.587	0.735	2.093	-0.172		387.113	94	1.561	852608702402552192	852601184900738672	852601184896544367	16	
10	C9H14N10O5	[M + CH2O2 - H]-	C10H15N10O7-		0.000	54.945	48.320	6.625	12	0.485	-0.142	1.347	-0.172		387.113	94	1.561	852608702402552193	852601184900738672	852601184896544367	16	
1	C12H22O11	[M + K]+	C12H22KO11+		0.990	22.465	13.330	9.135	2	0.615	-3.366	3.366	2.205		381.080	95	1.577	852608696249506769	852601231176500299	852601231176500298	1135	
2	C13H18N4O7	[M + K]+	C13H18KN4O7+		0.007	17.570	8.076	9.495	2	0.615	-3.366	3.366	-1.304		381.080	95	1.577	852608696249506770	852601231176500299	852601231176500298	1135	
3	C15H18O10	[M + Na]+	C15H18NaO10+		0.002	16.436	13.368	3.068	2	0.615	-2.609	2.609	2.605		381.080	95	1.577	852608696249506771	852601231176500299	852601231176500298	1135	
4	C11H16N7O6	[M + K]+	C11H16KN7O6+		0.000	12.456	2.920	9.536	2	0.615	-3.339	3.339	2.219		381.080	95	1.577	852608696249506772	852601231176500299	852601231176500298	1135	
5	C13H18N4O6S	[M + Na]+	C13H18N4NaO6S+		0.000	12.025	4.415	7.610	2	0.615	-4.164	4.164	-9.751		381.080	95	1.577	852608696249506773	852601231176500299	852601231176500298	1135	
6	C14H14N8O3	[M + K]+	C14H14KN8O3+		0.000	11.969	4.019	7.950	2	0.615	-4.835	4.835	-4.814		381.080	95	1.577	852608696249506774	852601231176500299	852601231176500298	1135	
7	C12H22O10S	[M + Na]+	C12H22NaO10S+		0.000	11.740	2.648	9.091	2	0.615	-4.164	4.164	-6.242		381.080	95	1.577	852608696249506775	852601231176500299	852601231176500298	1135	
8	C11H23N2O8P	[M + K]+	C11H23KN2O8P+		0.000	11.014	2.803	8.212	2	0.615	-4.859	4.859	-5.643		381.080	95	1.577	852608696249506776	852601231176500299	852601231176500298	1135	
9	C10H20N3O10	[M + K]+	C10H20KN3O10+		0.000	10.866	2.728	8.138	2	0.615	3.314	3.314	5.729		381.080	95	1.577	852608696249506777	852601231176500299	852601231176500298	1135	
10	C13H20N2O7S2	[M + H]+	C13H21N2O7S2+		0.000	10.604	5.172	5.431	2	0.615	1.113	1.113	4.567		381.080	95	1.577	852608696249506778	852601231176500299	852601231176500298	1135	
1	C5H9NO	[M + H]+	C5H10NO+		1.000	83.539	80.802	2.737	12	0.966	-7.312	7.312	0.496		100.076	95	1.586	852608694798277051	852601231050671159	852601231050671158	1131	
2	C5H5B2N	[M + H]+	C5H6B2N+		0.000	9.274	9.274	0.000	5	0.139	-7.033	7.033	3.901		100.076	95	1.586	852608694798277052	852601231050671159	852601231050671158	1131	
3	C3H7N4	[M + H]+	C3H8N4+		0.000	1.815	1.512	0.304	2	0.029	-7.326	8.284	13.913		100.076	95	1.586	852608694798277053	852601231050671159	852601231050671158	1131	
