formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
4	C32H32N4O5	[M + Na]+	C32H32N4NaO5+	0.000	0.000	167.541	160.434	7.107	57	0.994	-2.097	2.097	-3.061		575.225	1074	17.896	832321291073754136	832319786509617336	832319786509617335	2020	
5	C26H38N3O9	[M + K]+	C26H38KN3O9+	0.000	0.000	165.989	162.848	3.141	57	0.994	-1.663	1.663	1.334		575.225	1074	17.896	832321291073754137	832319786509617336	832319786509617335	2020	
6	C30H31F3N4O3	[M + Na]+	C30H31F3N4NaO3+	0.000	0.000	163.714	155.497	8.217	57	0.994	-1.674	1.674	1.189		575.225	1074	17.896	832321291073754138	832319786509617336	832319786509617335	2020	
7	C27H35F3N4O4	[M + K]+	C27H35F3KN4O4+	0.000	0.000	159.539	155.459	4.079	57	0.994	-1.957	1.957	0.924		575.225	1074	17.896	832321291073754139	832319786509617336	832319786509617335	2020	
8	C27H35F3N4O3S	[M + Na]+	C27H35F3N4NaO3S+	0.000	0.000	154.309	148.401	5.908	56	0.965	-2.030	2.030	-4.672		575.225	1074	17.896	832321291073754140	832319786509617336	832319786509617335	2020	
9	C25H35FN2O12	[M + H]+	C25H36FN2O12+	0.000	0.000	125.052	116.606	8.446	55	0.983	-3.050	3.050	0.088		575.225	1074	17.896	832321291073754141	832319786509617336	832319786509617335	2020	
10	C29H30N6O7	[M + H]+	C29H31N6O7+	0.000	0.000	123.160	114.492	8.668	56	0.987	-2.006	2.006	-0.250		575.225	1074	17.896	832321291073754142	832319786509617336	832319786509617335	2020	
1	C5H10N3O5	[M - H]-	C5H9N3O5-		0.250	86.824	84.643	2.181	21	0.953	2.583	2.850	3.722		191.055	1074	17.897	832320937040924566	832319722655525741	832319722655525740	529	
2	C6H10N3O7	[M - CO2 - H]-	C5H9N3O5-		0.250	86.824	84.643	2.181	21	0.953	2.583	2.850	-230242.641		191.055	1074	17.897	832320937040924567	832319722655525741	832319722655525740	529	
3	C5H8N3O4	[M + H2O - H]-	C5H9N3O5-		0.250	86.824	84.643	2.181	20	0.935	2.795	2.906	3.722		191.055	1074	17.897	832320937040924568	832319722655525741	832319722655525740	529	
4	C4H8N3O3	[M + CH2O2 - H]-	C5H9N3O5-		0.250	86.824	84.643	2.181	8	0.260	0.335	0.979	3.722		191.055	1074	17.897	832320937040924569	832319722655525741	832319722655525740	529	
5	C6H6N7O	[M - H]-	C6H5N7O-		0.000	32.394	31.029	1.365	14	0.698	3.336	3.857	-3.278		191.055	1074	17.897	832320937040924570	832319722655525741	832319722655525740	529	
6	C7H6N7O3	[M - CO2 - H]-	C6H5N7O-		0.000	32.394	31.029	1.365	14	0.698	3.336	3.857	-230249.641		191.055	1074	17.897	832320937040924571	832319722655525741	832319722655525740	529	
7	C6H4N7	[M + H2O - H]-	C6H5N7O-		0.000	32.394	31.029	1.365	9	0.525	2.923	3.450	-3.278		191.055	1074	17.897	832320937040924572	832319722655525741	832319722655525740	529	
8	C7H13FO3Si	[M - H]-	C7H12FO3Si-		0.000	24.850	24.850	0.000	13	0.386	0.876	3.331	5.011		191.055	1074	17.897	832320937040924573	832319722655525741	832319722655525740	529	
9	C8H13FO5Si	[M - CO2 - H]-	C7H12FO3Si-		0.000	24.850	24.850	0.000	13	0.386	0.876	3.331	-230241.351		191.055	1074	17.897	832320937040924574	832319722655525741	832319722655525740	529	
10	C7H11FO2Si	[M + H2O - H]-	C7H12FO3Si-		0.000	24.850	24.850	0.000	12	0.369	0.428	3.661	5.011		191.055	1074	17.897	832320937040924575	832319722655525741	832319722655525740	529	
1	C28H32O16	[M - H]-	C28H31O16-		0.250	54.195	47.837	6.358	19	0.982	-3.742	3.742	-2.501		623.160	1075	17.918	832321268260931457	832319722886212491	832319722886212490	535	
2	C28H30O15	[M + H2O - H]-	C28H31O16-		0.250	54.195	47.837	6.358	19	0.982	-3.742	3.742	-2.501		623.160	1075	17.918	832321268260931458	832319722886212491	832319722886212490	535	
3	C27H30O14	[M + CH2O2 - H]-	C28H31O16-		0.250	54.195	47.837	6.358	19	0.982	-3.742	3.742	-2.501		623.160	1075	17.918	832321268260931459	832319722886212491	832319722886212490	535	
4	C26H28O14	[M + C2H4O2 - H]-	C28H31O16-		0.250	54.195	47.837	6.358	19	0.982	-3.742	3.742	-2.501		623.160	1075	17.918	832321268260931460	832319722886212491	832319722886212490	535	
5	C29H28N4O12	[M - H]-	C29H27N4O12-		0.000	30.315	24.330	5.985	18	0.980	-3.869	3.869	-4.647		623.160	1075	17.918	832321268260931461	832319722886212491	832319722886212490	535	
6	C29H26N4O11	[M + H2O - H]-	C29H27N4O12-		0.000	30.315	24.330	5.985	18	0.980	-3.869	3.869	-4.647		623.160	1075	17.918	832321268260931462	832319722886212491	832319722886212490	535	
7	C28H26N4O10	[M + CH2O2 - H]-	C29H27N4O12-		0.000	30.315	24.330	5.985	18	0.980	-3.869	3.869	-4.647		623.160	1075	17.918	832321268260931463	832319722886212491	832319722886212490	535	
8	C27H24N4O10	[M + C2H4O2 - H]-	C29H27N4O12-		0.000	30.315	24.330	5.985	18	0.980	-3.869	3.869	-4.647		623.160	1075	17.918	832321268260931464	832319722886212491	832319722886212490	535	
9	C24H28N6O14	[M - H]-	C24H27N6O14-		0.000	26.624	21.468	5.156	17	0.970	2.936	2.936	1.808		623.160	1075	17.918	832321268260931465	832319722886212491	832319722886212490	535	
10	C24H26N6O13	[M + H2O - H]-	C24H27N6O14-		0.000	26.624	21.468	5.156	17	0.970	2.936	2.936	1.808		623.160	1075	17.918	832321268260931466	832319722886212491	832319722886212490	535	
1	C13H20O3	[M - H2O + H]+	C13H19O2+	0.816	0.250	290.830	287.417	3.413	56	0.990	-5.433	5.433	-86947.912		207.138	1075	17.921	832320941205868572	832319786316679327	832319786316679326	2015	
2	C13H18O2	[M + H]+	C13H19O2+	0.184	0.250	290.830	287.417	3.413	56	0.990	-5.433	5.433	1.563		207.138	1075	17.921	832320941205868571	832319786316679327	832319786316679326	2015	
3	C13H22O4	[M - H4O2 + H]+	C13H19O2+	0.000	0.250	290.830	287.417	3.413	56	0.990	-5.433	5.433	-173897.387		207.138	1075	17.921	832320941205868573	832319786316679327	832319786316679326	2015	
4	C12H16	[M + CH2O2 + H]+	C13H19O2+	0.000	0.250	290.830	287.417	3.413	7	0.089	-4.629	4.629	1.563		207.138	1075	17.921	832320941205868574	832319786316679327	832319786316679326	2015	
5	C11H16N3O	[M + H]+	C11H17N3O+	0.000	0.000	210.614	209.172	1.442	53	0.940	-5.356	5.514	8.045		207.138	1075	17.921	832320941205868575	832319786316679327	832319786316679326	2015	
6	C11H18N3O2	[M - H2O + H]+	C11H17N3O+	0.000	0.000	210.614	209.172	1.442	53	0.940	-5.356	5.514	-86941.430		207.138	1075	17.921	832320941205868576	832319786316679327	832319786316679326	2015	
7	C11H20N3O3	[M - H4O2 + H]+	C11H17N3O+	0.000	0.000	210.614	209.172	1.442	53	0.940	-5.356	5.514	-173890.905		207.138	1075	17.921	832320941205868577	832319786316679327	832319786316679326	2015	
8	C9H13N2O	[M + C2H3N + H]+	C11H17N3O+	0.000	0.000	210.614	209.172	1.442	9	0.117	2.852	2.852	8.045		207.138	1075	17.921	832320941205868578	832319786316679327	832319786316679326	2015	
9	C10H19FO3	[M + H]+	C10H20FO3+	0.000	0.000	187.337	186.032	1.306	43	0.769	-5.922	5.922	-3.955		207.138	1075	17.921	832320941205868579	832319786316679327	832319786316679326	2015	
10	C10H21FO4	[M - H2O + H]+	C10H20FO3+	0.000	0.000	187.337	186.032	1.306	43	0.769	-5.922	5.922	-86953.429		207.138	1075	17.921	832320941205868580	832319786316679327	832319786316679326	2015	
1	C25H36N4O9	[M + H3N + H]+	C25H40N5O9+	0.462	0.441	152.385	143.773	8.612	40	0.980	-4.910	4.910	-0.729		554.282	1076	17.929	832321201571493842	832319786434119854	832319786429925549	2018	
2	C25H39N5O9	[M + H]+	C25H40N5O9+	0.448	0.441	152.385	143.773	8.612	40	0.980	-4.910	4.910	-0.729		554.282	1076	17.929	832321201571493841	832319786434119854	832319786429925549	2018	
3	C26H32N8O5	[M + H3N + H]+	C26H36N9O5+	0.041	0.048	150.174	142.939	7.235	39	0.979	-4.751	4.751	-3.142		554.282	1076	17.929	832321201571493844	832319786434119854	832319786429925549	2018	
4	C26H35N9O5	[M + H]+	C26H36N9O5+	0.029	0.048	150.174	142.939	7.235	39	0.979	-4.751	4.751	-3.142		554.282	1076	17.929	832321201571493843	832319786434119854	832319786429925549	2018	
5	C28H41N3O7	[M + Na]+	C28H41N3NaO7+	0.019	0.020	149.284	142.092	7.193	39	0.979	-4.751	4.751	-3.647		554.282	1076	17.929	832321201571493845	832319786434119854	832319786429925549	2018	
6	C26H40F3N3O5	[M + Na]+	C26H40F3N3NaO5+	0.001	0.001	146.058	138.037	8.021	39	0.979	-4.751	4.751	0.764		554.282	1076	17.929	832321201571493846	832319786434119854	832319786429925549	2018	
7	C25H45N3O8	[M + K]+	C25H45KN3O8+	0.001	0.000	144.854	141.827	3.027	40	0.980	-4.910	4.910	-3.921		554.282	1076	17.929	832321201571493847	832319786434119854	832319786429925549	2018	
8	C21H41N9O6	[M + K]+	C21H41KN9O6+	0.000	0.000	143.499	139.919	3.580	39	0.979	-4.751	4.751	0.923		554.282	1076	17.929	832321201571493848	832319786434119854	832319786429925549	2018	
9	C24H43NO13	[M + H]+	C24H44NO13+	0.000	0.000	117.360	108.865	8.495	39	0.979	-4.751	4.751	1.683		554.282	1076	17.929	832321201571493849	832319786434119854	832319786429925549	2018	
10	C24H40O13	[M + H3N + H]+	C24H44NO13+	0.000	0.000	117.360	108.865	8.495	39	0.979	-4.751	4.751	1.683		554.282	1076	17.929	832321201571493850	832319786434119854	832319786429925549	2018	
1	C27H33FN4O5	[M - H]-	C27H32FN4O5-		0.333	74.627	68.852	5.775	22	0.863	0.756	1.432	3.830		511.238	1076	17.934	832320965901931873	832319722693274482	832319722689080177	530	
2	C27H31FN4O4	[M + H2O - H]-	C27H32FN4O5-		0.333	74.627	68.852	5.775	20	0.817	1.341	1.596	3.830		511.238	1076	17.934	832320965901931874	832319722693274482	832319722689080177	530	
3	C26H31FN4O3	[M + CH2O2 - H]-	C27H32FN4O5-		0.333	74.627	68.852	5.775	16	0.274	0.033	1.286	3.830		511.238	1076	17.934	832320965901931875	832319722693274482	832319722689080177	530	
4	C27H36N4O4S	[M - H]-	C27H35N4O4S-		0.001	68.531	65.699	2.832	20	0.842	1.341	1.950	-0.528		511.238	1076	17.934	832320965901931876	832319722693274482	832319722689080177	530	
5	C27H34N4O3S	[M + H2O - H]-	C27H35N4O4S-		0.001	68.531	65.699	2.832	16	0.722	1.950	2.616	-0.528		511.238	1076	17.934	832320965901931877	832319722693274482	832319722689080177	530	
6	C26H34N4O2S	[M + CH2O2 - H]-	C27H35N4O4S-		0.001	68.531	65.699	2.832	14	0.254	0.210	1.286	-0.528		511.238	1076	17.934	832320965901931878	832319722693274482	832319722689080177	530	
7	C18H36N6O11	[M - H]-	C18H35N6O11-		0.000	57.906	51.811	6.095	25	0.980	0.180	1.434	2.446		511.238	1076	17.934	832320965901931879	832319722693274482	832319722689080177	530	
8	C18H34N6O10	[M + H2O - H]-	C18H35N6O11-		0.000	57.906	51.811	6.095	23	0.934	0.240	1.759	2.446		511.238	1076	17.934	832320965901931880	832319722693274482	832319722689080177	530	
9	C17H34N6O9	[M + CH2O2 - H]-	C18H35N6O11-		0.000	57.906	51.811	6.095	24	0.490	0.210	1.596	2.446		511.238	1076	17.934	832320965901931881	832319722693274482	832319722689080177	530	
10	C19H32N10O7	[M - H]-	C19H31N10O7-		0.000	57.368	50.357	7.011	25	0.980	0.180	1.759	-0.170		511.238	1076	17.934	832320965901931882	832319722693274482	832319722689080177	530	
1	C9H10O4	[M - H4O2 + H]+	C9H7O2+	0.800	0.333	55.578	52.340	3.238	5	0.900	-6.511	6.511	-244966.975		147.044	1076	17.939	832321270542633117	832319786601892034	832319786601892033	2022	
2	C9H8O3	[M - H2O + H]+	C9H7O2+	0.200	0.333	55.578	52.340	3.238	5	0.900	-6.511	6.511	-122482.963		147.044	1076	17.939	832321270542633116	832319786601892034	832319786601892033	2022	
3	C9H6O2	[M + H]+	C9H7O2+	0.000	0.333	55.578	52.340	3.238	5	0.900	-6.511	6.511	1.048		147.044	1076	17.939	832321270542633115	832319786601892034	832319786601892033	2022	
4	C4H5FN3O2	[M + H]+	C4H6FN3O2+	0.000	0.000	41.647	41.586	0.061	5	0.900	-4.248	4.248	2.407		147.044	1076	17.939	832321270542633118	832319786601892034	832319786601892033	2022	
5	C4H7FN3O3	[M - H2O + H]+	C4H6FN3O2+	0.000	0.000	41.647	41.586	0.061	5	0.900	-4.248	4.248	-122481.604		147.044	1076	17.939	832321270542633119	832319786601892034	832319786601892033	2022	
6	C4H9FN3O4	[M - H4O2 + H]+	C4H6FN3O2+	0.000	0.000	41.647	41.586	0.061	5	0.900	-4.248	4.248	-244965.616		147.044	1076	17.939	832321270542633120	832319786601892034	832319786601892033	2022	
7	C2H2FN2O2	[M + C2H3N + H]+	C4H6FN3O2+	0.000	0.000	41.647	41.586	0.061	2	0.764	-5.061	5.061	2.407		147.044	1076	17.939	832321270542633121	832319786601892034	832319786601892033	2022	
8	C5H9NO2P	[M + H]+	C5H10NO2P+	0.000	0.000	23.831	22.459	1.372	5	0.589	-9.002	9.002	-1.065		147.044	1076	17.939	832321270542633122	832319786601892034	832319786601892033	2022	
9	C5H11NO3P	[M - H2O + H]+	C5H10NO2P+	0.000	0.000	23.831	22.459	1.372	5	0.589	-9.002	9.002	-122485.076		147.044	1076	17.939	832321270542633123	832319786601892034	832319786601892033	2022	
10	C3H6O2P	[M + C2H3N + H]+	C5H10NO2P+	0.000	0.000	23.831	22.459	1.372	4	0.463	-7.764	7.764	-1.065		147.044	1076	17.939	832321270542633125	832319786601892034	832319786601892033	2022	
1	C22H40O13	[M - H]-	C22H39O13-		0.333	94.147	85.531	8.616	22	0.926	-4.801	4.801	-2.787		511.238	1077	17.947	832321715843529696	832319722810715009	832319722810715008	533	
2	C22H38O12	[M + H2O - H]-	C22H39O13-		0.333	94.147	85.531	8.616	20	0.892	-4.837	4.837	-2.787		511.238	1077	17.947	832321715843529697	832319722810715009	832319722810715008	533	
3	C21H38O11	[M + CH2O2 - H]-	C22H39O13-		0.333	94.147	85.531	8.616	21	0.435	-4.819	4.819	-2.787		511.238	1077	17.947	832321715843529698	832319722810715009	832319722810715008	533	
4	C25H40O9Si	[M - H]-	C25H39O9Si-		0.000	74.639	72.583	2.057	22	0.973	-4.801	4.801	2.557		511.238	1077	17.947	832321715843529699	832319722810715009	832319722810715008	533	
5	C25H38O8Si	[M + H2O - H]-	C25H39O9Si-		0.000	74.639	72.583	2.057	20	0.939	-4.837	4.837	2.557		511.238	1077	17.947	832321715843529700	832319722810715009	832319722810715008	533	
6	C24H38O7Si	[M + CH2O2 - H]-	C25H39O9Si-		0.000	74.639	72.583	2.057	21	0.481	-4.819	4.819	2.557		511.238	1077	17.947	832321715843529701	832319722810715009	832319722810715008	533	
7	C27H33FN4O5	[M - H]-	C27H32FN4O5-		0.000	70.878	65.103	5.775	20	0.920	6.337	6.337	3.850		511.238	1077	17.947	832321715843529702	832319722810715009	832319722810715008	533	
8	C27H31FN4O4	[M + H2O - H]-	C27H32FN4O5-		0.000	70.878	65.103	5.775	18	0.887	6.396	6.396	3.850		511.238	1077	17.947	832321715843529703	832319722810715009	832319722810715008	533	
9	C26H31FN4O3	[M + CH2O2 - H]-	C27H32FN4O5-		0.000	70.878	65.103	5.775	14	0.336	5.648	5.648	3.850		511.238	1077	17.947	832321715843529704	832319722810715009	832319722810715008	533	
10	C19H32N10O7	[M - H]-	C19H31N10O7-		0.000	62.740	55.729	7.011	21	0.969	-4.819	4.819	-0.150		511.238	1077	17.947	832321715843529705	832319722810715009	832319722810715008	533	
1	C8H8O4	[M - H2O + H]+	C8H7O3+	1.000	0.500	92.570	89.382	3.188	19	0.764	-6.354	6.354	-119243.232		151.039	1077	17.949	832320944926216550	832319786681583820	832319786677389515	2024	
2	C8H6O3	[M + H]+	C8H7O3+	0.000	0.500	92.570	89.382	3.188	19	0.764	-6.354	6.354	1.122		151.039	1077	17.949	832320944926216549	832319786681583820	832319786677389515	2024	
3	C3H5FN3O3	[M + H]+	C3H6FN3O3+	0.000	0.000	54.342	54.342	0.000	15	0.713	-4.454	4.454	2.445		151.039	1077	17.949	832320944926216551	832319786681583820	832319786677389515	2024	
4	C3H2FN2O3	[M + H3N + H]+	C3H6FN3O3+	0.000	0.000	54.342	54.342	0.000	13	0.702	-4.354	4.354	2.445		151.039	1077	17.949	832320944926216552	832319786681583820	832319786677389515	2024	
5	C3H7FN3O4	[M - H2O + H]+	C3H6FN3O3+	0.000	0.000	54.342	54.342	0.000	15	0.713	-4.454	4.454	-119241.909		151.039	1077	17.949	832320944926216553	832319786681583820	832319786677389515	2024	
6	C4H9NO3P	[M + H]+	C4H10NO3P+	0.000	0.000	48.607	48.020	0.587	17	0.754	-9.251	9.251	-0.935		151.039	1077	17.949	832320944926216554	832319786681583820	832319786677389515	2024	
7	C4H6O3P	[M + H3N + H]+	C4H10NO3P+	0.000	0.000	48.607	48.020	0.587	17	0.754	-9.251	9.251	-0.935		151.039	1077	17.949	832320944926216555	832319786681583820	832319786677389515	2024	
8	C4H11NO4P	[M - H2O + H]+	C4H10NO3P+	0.000	0.000	48.607	48.020	0.587	17	0.754	-9.251	9.251	-119245.289		151.039	1077	17.949	832320944926216556	832319786681583820	832319786677389515	2024	
9	C5H7FO4	[M + H]+	C5H8FO4+	0.000	0.000	46.611	45.803	0.808	9	0.173	-7.349	7.349	-6.445		151.039	1077	17.949	832320944926216557	832319786681583820	832319786677389515	2024	
10	C5H9FO5	[M - H2O + H]+	C5H8FO4+	0.000	0.000	46.611	45.803	0.808	9	0.173	-7.349	7.349	-119250.799		151.039	1077	17.949	832320944926216558	832319786681583820	832319786677389515	2024	
1	C14H30N6O10	[M - H]-	C14H29N6O10-		0.333	76.162	70.500	5.662	19	0.984	2.376	2.376	2.981		441.196	1078	17.971	832320946662658566	832319722768771964	832319722768771963	532	
2	C14H28N6O9	[M + H2O - H]-	C14H29N6O10-		0.333	76.162	70.500	5.662	16	0.934	2.408	2.408	2.981		441.196	1078	17.971	832320946662658567	832319722768771964	832319722768771963	532	
3	C13H28N6O8	[M + CH2O2 - H]-	C14H29N6O10-		0.333	76.162	70.500	5.662	18	0.608	2.408	2.408	2.981		441.196	1078	17.971	832320946662658568	832319722768771964	832319722768771963	532	
4	C23H27FN4O4	[M - H]-	C23H26FN4O4-		0.000	66.332	61.991	4.341	18	0.700	2.408	2.408	4.585		441.196	1078	17.971	832320946662658569	832319722768771964	832319722768771963	532	
5	C23H25FN4O3	[M + H2O - H]-	C23H26FN4O4-		0.000	66.332	61.991	4.341	15	0.650	2.440	2.440	4.585		441.196	1078	17.971	832320946662658570	832319722768771964	832319722768771963	532	
6	C22H25FN4O2	[M + CH2O2 - H]-	C23H26FN4O4-		0.000	66.332	61.991	4.341	11	0.213	1.294	1.476	4.585		441.196	1078	17.971	832320946662658571	832319722768771964	832319722768771963	532	
7	C15H26N10O6	[M - H]-	C15H25N10O6-		0.000	55.738	49.276	6.462	19	0.984	2.376	2.440	-0.050		441.196	1078	17.971	832320946662658572	832319722768771964	832319722768771963	532	
8	C15H24N10O5	[M + H2O - H]-	C15H25N10O6-		0.000	55.738	49.276	6.462	16	0.934	2.408	2.676	-0.050		441.196	1078	17.971	832320946662658573	832319722768771964	832319722768771963	532	
9	C14H24N10O4	[M + CH2O2 - H]-	C15H25N10O6-		0.000	55.738	49.276	6.462	18	0.608	2.408	2.408	-0.050		441.196	1078	17.971	832320946662658574	832319722768771964	832319722768771963	532	
10	C17H29F3N4O6	[M - H]-	C17H28F3N4O6-		0.000	54.054	46.524	7.530	19	0.984	2.376	2.913	-0.596		441.196	1078	17.971	832320946662658575	832319722768771964	832319722768771963	532	
1	C24H45NO11	[M + H]+	C24H46NO11+	1.000	1.000	143.685	140.046	3.639	44	0.979	-5.029	5.029	1.626		524.307	1079	17.976	832320970779907696	832319786757081302	832319786752886997	2026	
2	C25H41N5O7	[M + H]+	C25H42N5O7+	0.000	0.000	130.193	126.663	3.530	40	0.967	-5.159	5.159	-0.925		524.307	1079	17.976	832320970779907697	832319786757081302	832319786752886997	2026	
3	C23H43N5O7	[M + Na]+	C23H43N5NaO7+	0.000	0.000	126.959	123.911	3.048	41	0.968	-5.193	5.193	3.663		524.307	1079	17.976	832320970779907698	832319786757081302	832319786752886997	2026	
4	C21H37N11O5	[M + H]+	C21H38N11O5+	0.000	0.000	126.129	123.509	2.621	40	0.967	-5.159	5.159	4.197		524.307	1079	17.976	832320970779907699	832319786757081302	832319786752886997	2026	
5	C25H45N2O8	[M + Na]+	C25H45N2NaO8+	0.000	0.000	122.785	119.176	3.609	41	0.971	-5.042	5.042	1.102		524.307	1079	17.976	832320970779907700	832319786757081302	832319786752886997	2026	
6	C28H43N3O5	[M + Na]+	C28H43N3NaO5+	0.000	0.000	116.871	114.835	2.036	43	0.960	-5.042	5.042	-4.009		524.307	1079	17.976	832320970779907701	832319786757081302	832319786752886997	2026	
7	C25H47N3O6	[M + K]+	C25H47KN3O6+	0.000	0.000	116.319	116.319	0.000	42	0.959	-5.029	5.029	-4.300		524.307	1079	17.976	832320970779907702	832319786757081302	832319786752886997	2026	
8	C23H46N3O8P	[M + H]+	C23H47N3O8P+	0.000	0.000	91.724	88.471	3.254	40	0.956	-5.081	5.081	-4.079		524.307	1079	17.976	832320970779907703	832319786757081302	832319786752886997	2026	
9	C22H42FN5O8	[M + H]+	C22H43FN5O8+	0.000	0.000	89.834	86.446	3.388	40	0.956	-5.081	5.081	-3.105		524.307	1079	17.976	832320970779907704	832319786757081302	832319786752886997	2026	
10	C20H41F4N5O6	[M + H]+	C20H42F4N5O6+	0.000	0.000	89.529	86.659	2.870	42	0.978	-5.029	5.029	1.558		524.307	1079	17.976	832320970779907705	832319786757081302	832319786752886997	2026	
1	C26H28O14	[M + H]+	C26H29O14+	0.999	0.994	20.161	13.769	6.393	2	0.988	-1.146	2.213	1.624		565.156	1081	18.012	832320955747521644	832319786354428068	832319786354428067	2016	
2	C27H24N4O10	[M + H]+	C27H25N4O10+	0.000	0.004	14.589	8.017	6.572	2	0.988	-1.146	1.146	-0.742		565.156	1081	18.012	832320955747521645	832319786354428068	832319786354428067	2016	
3	C25H26N4O10	[M + Na]+	C25H26N4NaO10+	0.000	0.001	12.864	7.455	5.408	2	0.988	1.321	1.321	3.515		565.156	1081	18.012	832320955747521646	832319786354428068	832319786354428067	2016	
4	C26H22N8O6	[M + Na]+	C26H22N8NaO6+	0.000	0.001	12.592	6.989	5.603	2	0.988	1.321	1.321	1.148		565.156	1081	18.012	832320955747521647	832319786354428068	832319786354428067	2016	
5	C24H25FN4O11	[M + H]+	C24H26FN4O11+	0.000	0.000	11.961	6.097	5.864	2	0.988	-2.175	2.175	-2.764		565.156	1081	18.012	832320955747521648	832319786354428068	832319786354428067	2016	
6	C25H29N2O11P	[M + H]+	C25H30N2O11P+	0.000	0.000	11.561	5.753	5.809	2	0.988	-3.078	3.078	-3.668		565.156	1081	18.012	832320955747521649	832319786354428068	832319786354428067	2016	
7	C23H23FN8O7	[M + Na]+	C23H23FN8NaO7+	0.000	0.000	10.902	5.388	5.514	2	0.988	-1.318	1.318	-0.874		565.156	1081	18.012	832320955747521650	832319786354428068	832319786354428067	2016	
8	C24H27N6O7P	[M + Na]+	C24H27N6NaO7P+	0.000	0.000	10.767	5.038	5.729	2	0.988	0.861	1.188	-1.777		565.156	1081	18.012	832320955747521651	832319786354428068	832319786354428067	2016	
9	C22H27FN4O11	[M + Na]+	C22H27FN4NaO11+	0.000	0.000	10.665	5.932	4.732	2	0.988	-1.318	2.082	1.492		565.156	1081	18.012	832320955747521652	832319786354428068	832319786354428067	2016	
10	C23H26N8O7	[M + K]+	C23H26KN8O7+	0.000	0.000	10.479	7.052	3.427	2	0.988	0.969	0.969	0.879		565.156	1081	18.012	832320955747521653	832319786354428068	832319786354428067	2016	
1	C21H38O11	[M + Cl]-	C21H38ClO11-		0.990	49.084	41.158	7.926	14	0.338	-4.827	4.827	-2.700		501.209	1081	18.025	832320974517032689	832319723041401759	832319723041401758	539	
2	C20H39O12P	[M - H]-	C20H38O12P-		0.002	42.785	39.066	3.718	14	0.338	-4.827	4.827	-2.348		501.209	1081	18.025	832320974517032690	832319723041401759	832319723041401758	539	
3	C20H37O11P	[M + H2O - H]-	C20H38O12P-		0.002	42.785	39.066	3.718	12	0.266	-4.180	4.180	-2.348		501.209	1081	18.025	832320974517032691	832319723041401759	832319723041401758	539	
4	C19H37O10P	[M + CH2O2 - H]-	C20H38O12P-		0.002	42.785	39.066	3.718	14	0.338	-4.827	4.827	-2.348		501.209	1081	18.025	832320974517032692	832319723041401759	832319723041401758	539	
5	C22H34N2O11	[M - H]-	C22H33N2O11-		0.001	42.499	39.155	3.345	14	0.338	-4.827	4.827	0.951		501.209	1081	18.025	832320974517032693	832319723041401759	832319723041401758	539	
6	C22H32N2O10	[M + H2O - H]-	C22H33N2O11-		0.001	42.499	39.155	3.345	12	0.266	-4.180	4.180	0.951		501.209	1081	18.025	832320974517032694	832319723041401759	832319723041401758	539	
7	C21H32N2O9	[M + CH2O2 - H]-	C22H33N2O11-		0.001	42.499	39.155	3.345	14	0.338	-4.827	4.827	0.951		501.209	1081	18.025	832320974517032695	832319723041401759	832319723041401758	539	
8	C23H30N6O7	[M - H]-	C23H29N6O7-		0.000	40.310	37.488	2.822	14	0.338	-4.827	4.827	-1.718		501.209	1081	18.025	832320974517032696	832319723041401759	832319723041401758	539	
9	C23H28N6O6	[M + H2O - H]-	C23H29N6O7-		0.000	40.310	37.488	2.822	12	0.266	-4.180	4.180	-1.718		501.209	1081	18.025	832320974517032697	832319723041401759	832319723041401758	539	
10	C22H28N6O5	[M + CH2O2 - H]-	C23H29N6O7-		0.000	40.310	37.488	2.822	14	0.338	-4.827	4.827	-1.718		501.209	1081	18.025	832320974517032698	832319723041401759	832319723041401758	539	
1	C18H25NO8S	[M + H]+	C18H26NO8S+	1.000	0.960	69.365	59.732	9.633	22	0.997	-5.568	5.568	2.273		416.138	1082	18.026	832320979625695096	832319786052438140	832319786052438139	2008	
2	C19H21N5O4S	[M + H]+	C19H22N5O4S+	0.000	0.040	66.198	56.699	9.499	22	0.997	-5.568	5.568	-0.941		416.138	1082	18.026	832320979625695097	832319786052438140	832319786052438139	2008	
3	C19H25N2O5S	[M + Na]+	C19H25N2NaO5S+	0.000	0.000	56.592	46.623	9.969	22	0.997	-5.568	5.568	1.613		416.138	1082	18.026	832320979625695098	832319786052438140	832319786052438139	2008	
4	C21H23N2O5S	[M + H]+	C21H24N2O5S+	0.000	0.000	56.443	48.985	7.458	22	0.997	-5.568	5.568	-4.168		416.138	1082	18.026	832320979625695099	832319786052438140	832319786052438139	2008	
5	C22H23N3O2S	[M + Na]+	C22H23N3NaO2S+	0.000	0.000	47.545	40.681	6.864	23	1.000	-5.769	5.769	-4.827		416.138	1082	18.026	832320979625695100	832319786052438140	832319786052438139	2008	
