Plant ID,Plant Lineage,Family,Genus,Specific epithet,Cultivar,Scientific Name,Name Status,Reference(s),Parentage,Alternate Name(s),Common Name(s),Habit,Accession Number,Accession Date,Received How,Received As,Abbreviated Name,Infraspecific Rank,Infraspecific Epithet,Provenance,Sampling Technique,Seed Source,Propagation History,Plant Source,Plant Source Accession Number,Plant Source Accession Date,Plant Source Misc.,Index Seminum Year,Index Seminum Item,Collector,Collector Number,Date Collected,Country,Sublocality,Geographic Area,Locality,Collection Latitude,Collection Longitude,Altitude,Altitude Unit,Slope Aspect,Habitat,Soil,Description,Collection Miscellaneous,Associated Taxa,Garden Location,Grid,Quadrant,Garden Latitude,Garden Longitude,Horticulture Zone,Condition Check Date,Condition,Sex,Measurement Date,DBH,DBH Unit,DBH Misc,DBH Accuracy,Height,Height Unit,Height Accuracy,Spread,Spread Unit,Spread Accuracy,Of Conservation Concern,Barcode,Kind of Specimen,Voucher collection date,Verification,Deposited
1903-80*B,1903-80,Adoxaceae,Viburnum,hupehense,,Viburnum hupehense,Accepted name,"no date. Virtual Viburnum. A Cyber-Enabled Global Monograph of Viburnum (Adoxaceae, Dipsacales). Yale University.",,Viburnum wilsonii,"Hupeh Viburnum, Hubei Viburnum, Hupeh Viburnum",Shrub,1903-80,12/19/1980,Seed,Viburnum hupehense,V. hupehense,,,Collected directly from the wild; origin known,S,X,SA,1980 Sino-American Botanical Expedi,,,,,,1980 S.A.B.E.,1766-B,9/24/1980,China,"Western Hubei, Shennongjia Forest District",,"along Xigou canyon, ca. 20 km north of Jiuhuping Forest Farm",31.5,110.5,1700,M,,,,,,,EG-32-SE,EG-32-SE,,42.29879036,-71.12195291,2.11,6/13/2017,Good,,,,,,,,,,,,,0,"00223831, 00174028","HV, HR, HF",,,
283-2018*B,283-2018,Adoxaceae,Viburnum,rufidulum,,Viburnum rufidulum,Accepted name,"Kruessmann, G. 1986. Manual of Cultivated Broad-leaved Trees &amp; Shrubs. Vol. III. Portland, OR: Timber Press. 510 pp.",,,Southern Blackhaw Viburnum,Shrub,283-2018,10/9/2018,Seed,Viburnum rufidulum,V. rufidulum,,,Collected directly from the wild; origin known,SO,P,SA,"2018 Arkansas-Oklahoma Expedition (, United States",,,,,,"Woodruff, Kea, Enzenbacher, Tiffany",AOK010,10/4/2018,United States,"Arkansas, Stone County, Mountain View",,Hell Creek Natural Area - ANHC Property,35.903416,-92.0845,458,FT,40° S,western edge of a dry creek bed; 50% shade,limestone,"Shrub (height 15 ft, spread 8 ft); bark brown; leaves oval, glossy, with rusty-hairy petioles, dark green; fruit drupes in clusters, ellipsoid, dark bluish black.",,"Cornus florida, Quercus spp., Ulmus sp.",,,,,,1.18.B,4/4/2025,Alive,,5/30/2023,,,,,0.8,M,,,,,0,,,,,
287-2002*B,1197-77,Adoxaceae,Viburnum,opulus,,Viburnum opulus ssp. calvescens,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,"Viburnum sargentii forma calvescens, Viburnum opulus var. calvescens",,Shrub,287-2002,6/14/2002,Cutting,Viburnum opulus var. calvescens,V. opulus ssp. calv.,ssp.,calvescens,From a cultivated plant of known (indirect) wild origin,VO,,V,"1977 Expedition to Korea and Japan, Korea, Republic of",,,,,,"Spongberg, S. A. and Weaver, R. E.",157,9/12/1977,Japan,"Hokkaido Prefecture, Mitsumori-cho",,Hakodate City,,,,,,roadsides,,,,,13-SE,13,SE,42.30220415,-71.12490242,2.9,10/12/2017,Good,,10/12/2017,,,,,4,M,C,,,,0,,HR,,,
293-85*A,293-85,Adoxaceae,Viburnum,dentatum,,Viburnum dentatum var. indianense,Accepted name,"Gleason, H.A. &amp; A. Cronquist 1991. Manual of Vascular Plants of the Northeastern United States and Adjacent Canada. (2nd edition). The New York Botanical Garden.",,,Arrow-wood,Shrub,293-85,3/11/1985,Seed,Viburnum dentatum var. deamii,V. dent. var. indianense,var.,indianense,Collected directly from the wild; origin known,XX,X,SA,"Holden Arboretum, Kirtland, OH, United States",,,,1984,86,,,,United States,"Ohio, Jackson County",,,,,,,,,,,,,19-NW,19,NW,42.30189528,-71.12521387,2.9,8/23/2024,Fair,,,,,,,,,,,,,0,00193787,HF,,"Michael J. Donoghue and Schmerler, S., 19 Oct 2011, Viburnum dentatum var. indianense, 3",
19085*A,19085,Adoxaceae,Viburnum,setigerum,Aurantiacum,Viburnum setigerum 'Aurantiacum',Accepted name,"Kruessmann, G. 1986. Manual of Cultivated Broad-leaved Trees &amp; Shrubs. Vol. III. Portland, OR: Timber Press. 510 pp.",,Viburnum setigerum forma xanthocarpum,Cultivar of Tea Viburnum,Shrub,19085,7/1/1908,Seed,"Viburnum theiferum (orange fruited), Viburnum setigerum aurantiacum, Viburnum setigerum f. aurantiacum, Viburnum setigerum 'Aurantiacum'",V. setigerum 'Aurantiacum',,,Collected directly from the wild; origin known,S,X,SA,"Dr. Ernest Henry Wilson, Arnold Arboretum, Jamaica Plain, MA, United States",,,,,,"Wilson, E. H.",236 IN PART,9/15/1907,China,"Western Hupeh, Chang-lo Hsien",,,,,1500-2100,M,,thickets,,,,,13-SE,13,SE,42.30214923,-71.12472459,2.9,10/12/2017,Good,,10/11/2017,,,,,2.8,M,C,,,,0,00786283,HR,,,
312-2018*C,312-2018,Adoxaceae,Viburnum,wrightii,,Viburnum wrightii,Accepted name,"Iwatsuki, K., T. Yamazaki, D.E. Boufford &amp; H. Ohba 1995. Flora of Japan, Vol. IIIa. Angiospermae, Dicotyledoneae, Sympetalae(a). Kodansha Ltd. 482 pp.",,,Wright Viburnum,Shrub,312-2018,10/16/2018,Seed,Viburnum wrightii,V. wrightii,,,Collected directly from the wild; origin known,SM,P,SA,Plant Collecting Collaborative (PCC,,,,,,"Aizawa, Mineaki; Dosmann, Michael; Rounsaville, Todd; Schneider, Stephen; Shibano, Tatsuhiko",PCC18-HON-003,9/14/2018,Japan,"Tochigi, Shioya-gun, Shioya",,Funyu - Utsunomiya University Forest,36.782133,139.82575,400,M,0° (top of ridge),"Mesic forest dominated by Pinus densiflora, Tsuga sieboldii, and occasional deciduous trees; north-south ridge above a hinoki (Chamaecyparis obtusa) plantation; south edge of collecting site with a large canopy gap","Horizon A light tan, clayey; plenty of organic matter","Multi- and single-stemmed shrubs in the understory; height 3 to 4 meters; DBH 1.5 cm; bark smooth, gray; leaves oblanceolate to obovate; acuminate at apex, cuneate at base; margins entire, with scattered teeth towards base, dentate towards apex; veins prominent on abaxial side; drupes bright red",Collected from 3 plants. 1 plant collected from same location of collection 009.,"Acer sieboldianum, Chengiopanax sciadophylloides, Clethra barbinervis, Enkianthus subsessilis, Gamblea innovans, Hamamelis japonica, Hydrangea hirta, Ilex macrocarpa, Lyonia ovalifolia, Pinus densiflora, Tsuga sieboldii",,,,,,1.18.B,7/31/2024,Good,,6/5/2023,,,,,0.6,M,,,,,0,,,,,
1985-80*A,1985-80,Adoxaceae,Viburnum,hupehense,,Viburnum hupehense,Accepted name,"no date. Virtual Viburnum. A Cyber-Enabled Global Monograph of Viburnum (Adoxaceae, Dipsacales). Yale University.",,Viburnum wilsonii,"Hupeh Viburnum, Hubei Viburnum, Hupeh Viburnum",Shrub,1985-80,12/19/1980,Seed,"Viburnum hupehense ssp. hupehense, V. hupehense",V. hupehense,,,Collected directly from the wild; origin known,S,X,SA,1980 Sino-American Botanical Expedi,,,,,,1980 S.A.B.E.,630,9/3/1980,China,"Western Hubei, Shennongjia Forest District",,along the trail from Qiujiaping towards Laojun Mountain,31.5,110.5,,,,disturbed valley with Pinus and Fagus; above 2100 meters,,"Arcuate, multi-stemmed shrub to ca. 3 m tall; fruits green, turning red",,"Fagus sp., Pinus sp.",62-NW,62,NW,42.29190911,-71.12814702,4.4,7/28/2021,Good,,7/15/2021,,,,,3.25,M,C,,,,0,,,,,
349-2014*A,349-2014,Adoxaceae,Viburnum,prunifolium,,Viburnum prunifolium,Accepted name,"New England Wild Flower Society, Haines, A. 2011. Flora Novae Angliae. A manual for identification of native and naturalized higher vascular plants of New England. Yale University Press, New Haven and London.",,,"Smooth Blackhaw, Blackhaw Viburnum",Shrub,349-2014,10/28/2014,Seed,Viburnum prunifolium,V. prunifolium,,,Collected directly from the wild; origin known,SO,P,SA,"Ozark Mountains Plant Exploration T, United States",,,ZARK 031,,,"Aiello, A., Boland, T., Dosmann, M., Jochems, I.",ZARKS-031,10/5/2014,United States,"Arkansas, Madison County",,"King's River Falls Natural Area; King's River, downstream of junction of county roads 3415 and 3500 along trail leading from parking area and trail sign.",35.897419,-93.579761,1929,FT,0°,"Mesic, mixed deciduous forest",rocky with some organic and sandy soil,"Habit: Shrub; Height: 10'; DBH: 2""; Bark: light brown; Leaves: opposite, broadly elliptic, serrate margins, 3"" long x 1/2"" wide; Fruit: cymes of mostly black fruits (drupes) with some green with red blush",,"Acer rubrum, Acer saccharum ssp. floridanum, Alnus serrulata, Carpinus caroliniana, Carya glabra, Chionanthus virginicus, Hamamelis vernalis, Juniperus virginiana, Liquidambar styraciflua, Nyssa sylvatica, Platanus occidentalis, Quercus alba, Smilax rotundifolia, Vaccinium arboreum",13-SW,13,SW,42.30238665,-71.12529967,2.9,8/16/2024,Good,,8/16/2024,,,,,2.5,M,C,,,,0,,,,,
349-2014*C,349-2014,Adoxaceae,Viburnum,prunifolium,,Viburnum prunifolium,Accepted name,"New England Wild Flower Society, Haines, A. 2011. Flora Novae Angliae. A manual for identification of native and naturalized higher vascular plants of New England. Yale University Press, New Haven and London.",,,"Smooth Blackhaw, Blackhaw Viburnum",Shrub,349-2014,10/28/2014,Seed,Viburnum prunifolium,V. prunifolium,,,Collected directly from the wild; origin known,SO,P,SA,"Ozark Mountains Plant Exploration T, United States",,,ZARK 031,,,"Aiello, A., Boland, T., Dosmann, M., Jochems, I.",ZARKS-031,10/5/2014,United States,"Arkansas, Madison County",,"King's River Falls Natural Area; King's River, downstream of junction of county roads 3415 and 3500 along trail leading from parking area and trail sign.",35.897419,-93.579761,1929,FT,0°,"Mesic, mixed deciduous forest",rocky with some organic and sandy soil,"Habit: Shrub; Height: 10'; DBH: 2""; Bark: light brown; Leaves: opposite, broadly elliptic, serrate margins, 3"" long x 1/2"" wide; Fruit: cymes of mostly black fruits (drupes) with some green with red blush",,"Acer rubrum, Acer saccharum ssp. floridanum, Alnus serrulata, Carpinus caroliniana, Carya glabra, Chionanthus virginicus, Hamamelis vernalis, Juniperus virginiana, Liquidambar styraciflua, Nyssa sylvatica, Platanus occidentalis, Quercus alba, Smilax rotundifolia, Vaccinium arboreum",13-SW,13,SW,42.30239336,-71.12534905,2.9,8/16/2024,Excellent,,8/16/2024,,,,,1.7,M,C,,,,0,,,,,
352-78*A,352-78,Adoxaceae,Viburnum,opulus,,Viburnum opulus,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,,European Cranberrybush,Shrub,352-78,3/27/1978,Seed,Viburnum opulus,V. opulus,,,Collected directly from the wild; origin known,S,X,SA,"The Desert Arboretum, Hveddevej 45, 6933 Kibaek, Denmark",,,,,,,,,Denmark,"Northeast Jutland, Understed",,5 km NNW of Saeby,,,60,M,,,,,,,DGB-16,DGB-16,,42.30275671,-71.12407416,1.18.A,11/14/2024,Alive,,8/16/2024,,,,,1.5,M,C,,,,0,"00223024, 00192927","HF, HF",,,
360-95*B,1507-51,Adoxaceae,Viburnum,dentatum,,Viburnum dentatum,Accepted name,"New England Wild Flower Society, Haines, A. 2011. Flora Novae Angliae. A manual for identification of native and naturalized higher vascular plants of New England. Yale University Press, New Haven and London.",,,"Smooth Arrowwood, Arrowwood viburnum, Arrow-wood Viburnum",Shrub,360-95,6/8/1995,Cutting,Viburnum hanceanum,V. dentatum,,,Uncertain origin,VO,,V,"Hillier Nurseries (Winchester) Ltd., Romsey, Hants. SO5 9PA, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,19-NE,19,NE,42.30137117,-71.12503293,2.7,6/6/2024,Alive,,10/5/2017,,,,,2,M,C,,,,0,,,,,
362-95*B,1992-80,Adoxaceae,Viburnum,hupehense,,Viburnum hupehense ssp. septentrionale,Accepted name,"Bartholomew, B., D.E. Boufford, A.L. Chang, Z. Cheng, T.R. Dudley, S.A. He, Y.X. Jin, Q.Y. Li, J.L. Luteyn, S.A. Spongberg, S.C. Sun, Y.C. Tang, J.X. Wan &amp; T.S. Ying 1982. The 1980 Sino-American Botanical Expedition to Western Hubei Province, People's Republic of China. Journal of the Arnold Arboretum 64(1):1-103.",,,,Shrub,362-95,6/8/1995,Cutting,Viburnum hupehense ssp. septentrionale,V. hupeh. ssp. septen.,ssp.,septentrionale,From a cultivated plant of known (indirect) wild origin,VO,,V,1980 Sino-American Botanical Expedi,,,,,,1980 S.A.B.E.,1286,9/14/1980,China,", Shennongjia Forest District",,southern end of the Loyang River gorge near Pingqian,31.5,110.5,1300,M,,forest margin on slope along stream; shrub ca. 2 m tall; fruits orangish-red,,,,,13-SW,13,SW,42.30240233,-71.12508259,2.9,8/22/2024,Good,,8/22/2024,,,,,4,M,C,,,,0,,,,,
375-97*A,375-97,Adoxaceae,Viburnum,burejaeticum,,Viburnum burejaeticum,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,,Manchurian Viburnum,Shrub,375-97,9/11/1997,Seed,Viburnum burejaeticum,V. burejaet.,,,Collected directly from the wild; origin known,,,,1997 NACPEC Expedition to Changbai ,,,,,,NACPEC '97 Changbaishan Expedition,NACPEC97099,9/11/1997,China,"Jilin Province, Changbai County",,Along Yalu River,41.571388,128.301666,900,M,30 S,"Old field along road with Larix olgensis, Syringa reticulata, Ulmus davidiana, and Maackia amurensis.","Rocky, dry.",Shrub 2-3 m: fr. red to black.,,"Larix olgensis, Maackia amurensis, Syringa reticulata, Ulmus davidiana",EG-15,EG-15,,42.29923046,-71.12186494,2.11,6/7/2017,Good,,6/7/2017,,,,,3,M,C,,,,0,00223095,HR,,,
3943-1*D,3943,Adoxaceae,Viburnum,rufidulum,,Viburnum rufidulum,Accepted name,"Kruessmann, G. 1986. Manual of Cultivated Broad-leaved Trees &amp; Shrubs. Vol. III. Portland, OR: Timber Press. 510 pp.",,,Southern Blackhaw Viburnum,Shrub,3943-1,03-15-1899,Graft,Viburnum rufidulum,V. rufidulum,,,From a cultivated plant of known (indirect) wild origin,VO,X,VA,"Mr. G. W. Letterman, Allentown, MO, United States",,,,,,"Letterman, G. W.",,,United States,"Missouri, Allenton",,,,,,,,,,Buds rust; leaves thick,,,13-SE,13,SE,42.30211276,-71.12465139,2.9,10/12/2017,Good,,10/11/2017,11,C,,,6,M,C,,,,0,"00174340, 00174341","HF, HR",,,
398-68*B,11037,Adoxaceae,Viburnum,sargentii,,Viburnum sargentii,Accepted name,"Kruessmann, G. 1986. Manual of Cultivated Broad-leaved Trees &amp; Shrubs. Vol. III. Portland, OR: Timber Press. 510 pp.",,,Sargent Cranberrybush,Shrub,398-68,4/4/1968,Cutting,Viburnum sargentii f. flavum,V. sargentii,,,From a cultivated plant not of known wild origin,VO,X,VA,"Park Department, Rochester, NY, United States",,,,,,,,,,,,,,,,,,,,,,,19-NW,19,NW,42.30179389,-71.12527072,2.9,9/3/2024,Good,,9/3/2024,,,,,4,M,C,,,,1,"00193775, 00174389","HR, HF, HR",,"Ward, T., 17 Sep 2001, Viburnum sargentii, 3",
411-2018*B,411-2018,Adoxaceae,Viburnum,rhytidophyllum,,Viburnum rhytidophyllum,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,,Leatherleaf Viburnum,Intermediate (shrub/tree),411-2018,10/17/2018,Seed,Viburnum rhytidophyllum,V. rhyt'phyllum,,,Collected directly from the wild; origin known,,,,2018 NACPEC Expedition to Western H,,,,,,"Liang, Chengyuan; Wang, Kang; Gapinski, Andrew; Zhang, Daigui; Zale, Peter; Lobdell, Matthew",NACPEC18-057,9/18/2018,China,"Hubei, Zhushan",Duheyuon National Park,Zhushan Yazi,31.5317,100.00615,1607,M,60° S,"Roadside forest, north slope with rock outcropping",Rocky,"height 7m; leaves to 15cm long and 5.5cm wide, elliptical, veins areolate, blade rufous-scabrous with indumentum adaxially; fruit drupes red/black",,"Acer griseum, Viburnum betulifolium",13-SE,13,SE,42.30236772,-71.12495875,2.9,5/30/2023,Alive,,6/27/2022,,,,,0.72,M,,,,,0,,,,,
1985-80*C,1985-80,Adoxaceae,Viburnum,hupehense,,Viburnum hupehense,Accepted name,"no date. Virtual Viburnum. A Cyber-Enabled Global Monograph of Viburnum (Adoxaceae, Dipsacales). Yale University.",,Viburnum wilsonii,"Hupeh Viburnum, Hubei Viburnum, Hupeh Viburnum",Shrub,1985-80,12/19/1980,Seed,"Viburnum hupehense ssp. hupehense, V. hupehense",V. hupehense,,,Collected directly from the wild; origin known,S,X,SA,1980 Sino-American Botanical Expedi,,,,,,1980 S.A.B.E.,630,9/3/1980,China,"Western Hubei, Shennongjia Forest District",,along the trail from Qiujiaping towards Laojun Mountain,31.5,110.5,,,,disturbed valley with Pinus and Fagus; above 2100 meters,,"Arcuate, multi-stemmed shrub to ca. 3 m tall; fruits green, turning red",,"Fagus sp., Pinus sp.",62-NW,62,NW,42.29192505,-71.12816874,4.4,7/28/2021,Good,,7/15/2021,,,,,3.25,M,C,,,,0,,,,,
412-2018*A,412-2018,Adoxaceae,Viburnum,utile,,Viburnum utile,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,,Service Viburnum,Shrub,412-2018,10/17/2018,Seed,Viburnum utile,V. utile,,,Collected directly from the wild; origin known,,,,2018 NACPEC Expedition to Western H,,,,,,"Liang, Chengyuan; Wang, Kang; Gapinski, Andrew; Zhang, Daigui; Zale, Peter; Lobdell, Matthew",NACPEC18-059,9/19/2018,China,"Hubei, Xingshan",,"Along County Rd. 209, Gudongkou Dam",31.39305,110.767783,385,M,80° NW,Xeric scrub along disturbed roadside; edge of rock outcrop next to road,"Thin, rocks over outcrop","Evergreen upright vase-shaped shrub; height 2 x 1m; D.B.H. 4cm; bark gray-brown, smooth, with lenticels; leaves 4-5.5cm long and 1.75-2cm wide, glossy, deep green above, scabrous with white tomentum beneath; fruit orange-red, in terminal cymes",,"Broussonetia papyrifera, Cotinus coggygria, Koelreuteria bipinnata, Phyllostachys sp., Rhus chinensis, Robinia pseudoacacia, Vitex agnus-castus",14-NW,14,NW,42.30260274,-71.12364973,2.9,5/30/2023,Alive,,6/16/2022,,,,,0.6,M,,,,,0,,,,,
412-2018*E,412-2018,Adoxaceae,Viburnum,utile,,Viburnum utile,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,,Service Viburnum,Shrub,412-2018,10/17/2018,Seed,Viburnum utile,V. utile,,,Collected directly from the wild; origin known,,,,2018 NACPEC Expedition to Western H,,,,,,"Liang, Chengyuan; Wang, Kang; Gapinski, Andrew; Zhang, Daigui; Zale, Peter; Lobdell, Matthew",NACPEC18-059,9/19/2018,China,"Hubei, Xingshan",,"Along County Rd. 209, Gudongkou Dam",31.39305,110.767783,385,M,80° NW,Xeric scrub along disturbed roadside; edge of rock outcrop next to road,"Thin, rocks over outcrop","Evergreen upright vase-shaped shrub; height 2 x 1m; D.B.H. 4cm; bark gray-brown, smooth, with lenticels; leaves 4-5.5cm long and 1.75-2cm wide, glossy, deep green above, scabrous with white tomentum beneath; fruit orange-red, in terminal cymes",,"Broussonetia papyrifera, Cotinus coggygria, Koelreuteria bipinnata, Phyllostachys sp., Rhus chinensis, Robinia pseudoacacia, Vitex agnus-castus",14-NW,14,NW,42.3026379,-71.12354869,2.9,5/30/2023,Alive,,5/30/2023,,,,,0.23,M,,,,,0,,,,,
412-2018*F,412-2018,Adoxaceae,Viburnum,utile,,Viburnum utile,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,,Service Viburnum,Shrub,412-2018,10/17/2018,Seed,Viburnum utile,V. utile,,,Collected directly from the wild; origin known,,,,2018 NACPEC Expedition to Western H,,,,,,"Liang, Chengyuan; Wang, Kang; Gapinski, Andrew; Zhang, Daigui; Zale, Peter; Lobdell, Matthew",NACPEC18-059,9/19/2018,China,"Hubei, Xingshan",,"Along County Rd. 209, Gudongkou Dam",31.39305,110.767783,385,M,80° NW,Xeric scrub along disturbed roadside; edge of rock outcrop next to road,"Thin, rocks over outcrop","Evergreen upright vase-shaped shrub; height 2 x 1m; D.B.H. 4cm; bark gray-brown, smooth, with lenticels; leaves 4-5.5cm long and 1.75-2cm wide, glossy, deep green above, scabrous with white tomentum beneath; fruit orange-red, in terminal cymes",,"Broussonetia papyrifera, Cotinus coggygria, Koelreuteria bipinnata, Phyllostachys sp., Rhus chinensis, Robinia pseudoacacia, Vitex agnus-castus",14-NW,14,NW,42.30265308,-71.12356676,2.9,5/30/2023,Alive,,6/16/2022,,,,,0.45,M,,,,,0,,,,,
412-2018*I,412-2018,Adoxaceae,Viburnum,utile,,Viburnum utile,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,,Service Viburnum,Shrub,412-2018,10/17/2018,Seed,Viburnum utile,V. utile,,,Collected directly from the wild; origin known,,,,2018 NACPEC Expedition to Western H,,,,,,"Liang, Chengyuan; Wang, Kang; Gapinski, Andrew; Zhang, Daigui; Zale, Peter; Lobdell, Matthew",NACPEC18-059,9/19/2018,China,"Hubei, Xingshan",,"Along County Rd. 209, Gudongkou Dam",31.39305,110.767783,385,M,80° NW,Xeric scrub along disturbed roadside; edge of rock outcrop next to road,"Thin, rocks over outcrop","Evergreen upright vase-shaped shrub; height 2 x 1m; D.B.H. 4cm; bark gray-brown, smooth, with lenticels; leaves 4-5.5cm long and 1.75-2cm wide, glossy, deep green above, scabrous with white tomentum beneath; fruit orange-red, in terminal cymes",,"Broussonetia papyrifera, Cotinus coggygria, Koelreuteria bipinnata, Phyllostachys sp., Rhus chinensis, Robinia pseudoacacia, Vitex agnus-castus",,,,,,1.18.B,7/31/2024,Good,,5/30/2023,,,,,0.42,M,,,,,0,,,,,
423-2018*A,423-2018,Adoxaceae,Viburnum,rhytidophyllum,,Viburnum rhytidophyllum,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,,Leatherleaf Viburnum,Intermediate (shrub/tree),423-2018,10/17/2018,Seed,"Viburnum rhytidophyllum, Viburnum buddleifolium",V. rhyt'phyllum,,,Collected directly from the wild; origin known,,,,2018 NACPEC Expedition to Western H,,,,,,"Liang, Chengyuan; Wang, Kang; Gapinski, Andrew; Zhang, Daigui; Zale, Peter; Lobdell, Matthew",NACPEC18-074,9/19/2018,China,"Hubei, Shennongjia, Mawan",,Mawan,31.801433,110.6424,1046,M,10° W,Roadside at base of small vertical rock outcropping,Alluvium/humus,"Multi-stemmed shrub with sparse branching and open, rounded crown; height 3m; D.B.H. 5cm; bark brown-black, scaly; leaves 12-25cm long, 4-7.5cm wide, lanceolate to ovate, green above, tan-cream beneath, adaxial surface rugose, veins areolate; fruit drupes red, in cymes",,"Callicarpa bodinieri, Corylus fargesii",13-NE,13,NE,42.30255837,-71.12478597,2.9,8/16/2024,Good,,8/16/2024,,,,,1.4,M,C,,,,0,,,,"Dosmann, M. S., and Sax., M. S., 30 May 2023, Viburnum rhytidophyllum, 2",
423-2018*E,423-2018,Adoxaceae,Viburnum,rhytidophyllum,,Viburnum rhytidophyllum,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,,Leatherleaf Viburnum,Intermediate (shrub/tree),423-2018,10/17/2018,Seed,"Viburnum rhytidophyllum, Viburnum buddleifolium",V. rhyt'phyllum,,,Collected directly from the wild; origin known,,,,2018 NACPEC Expedition to Western H,,,,,,"Liang, Chengyuan; Wang, Kang; Gapinski, Andrew; Zhang, Daigui; Zale, Peter; Lobdell, Matthew",NACPEC18-074,9/19/2018,China,"Hubei, Shennongjia, Mawan",,Mawan,31.801433,110.6424,1046,M,10° W,Roadside at base of small vertical rock outcropping,Alluvium/humus,"Multi-stemmed shrub with sparse branching and open, rounded crown; height 3m; D.B.H. 5cm; bark brown-black, scaly; leaves 12-25cm long, 4-7.5cm wide, lanceolate to ovate, green above, tan-cream beneath, adaxial surface rugose, veins areolate; fruit drupes red, in cymes",,"Callicarpa bodinieri, Corylus fargesii",13-NE,13,NE,42.30259139,-71.12473386,2.9,8/16/2024,Good,,8/16/2024,,,,,1.3,M,C,,,,0,,,,"Dosmann, M. S., and Sax., M. S., 30 May 2023, Viburnum rhytidophyllum, 2",
438-2011*B,438-2011,Adoxaceae,Viburnum,lantanoides,,Viburnum lantanoides,Accepted name,"New England Wild Flower Society, Haines, A. 2011. Flora Novae Angliae. A manual for identification of native and naturalized higher vascular plants of New England. Yale University Press, New Haven and London.",,Viburnum alnifolium,"Hobblebush, Mooseberry, Witch-withy, Witch-hobble, Witch-tangle, Tangle-legs",Shrub,438-2011,12/7/2011,Seed,Viburnum lantanoides,V. lantanoides,,,Collected directly from the wild; origin known,,,,"USDA-ARS North Central Regional Pla, Ames, IA, United States via Usda; Arnold Arboteum; Brenton Arbo, United States",AMES 31106,,,,,"Carstens, Jeffrey D.; Dosmann, Michael S.; Schmitz, Andrew P.",368,9/13/2011,United States,"New York, Cattaraugus County",,West side of Little Rock City Road.,42.226944,-78.708055,684,M,,Mixed hardwood forest. Large rock outcrops.,,Scattered population. Limited fruit production most likely due to lack of exposure to sunlight.,,"Castanea dentata, Hamamelis virginiana, Ilex montana, Monarda didyma, Prunus serotina, Tsuga canadensis",15-NW,15,NW,42.30297668,-71.12133703,1.15,8/7/2023,Good,,7/19/2018,,,,,1,M,C,,,,0,,,,,
